order_id,item_id,item,quantity,price,total_item,service_fee,order_id_software
17525,89,El Zar,1,14.9,14.9,0.0,AFMR9KVM
17523,12,Sweet Home Alicante,1,12.3,12.3,0.0,EC386
17523,19,Patatas fritas Grandes,2,4.5,9.0,0.0,EC386
17523,4,Chicken Tenders,1,7.6,7.6,0.0,EC386
17523,2,Kahuna Burger,2,8.1,16.2,0.0,EC386
17522,17,El Honesto Mike,1,12.3,12.3,0.0,04D04
17522,139,Aquarius Limón lata 330ml.,1,1.9,1.9,0.0,04D04
17520,168,Coca-cola bote,1,1.9,1.9,0.0,737668143
17520,64,Chicken tenders,1,7.2,7.2,0.0,737668143
17520,146,Ración de patatas,1,1.5,1.5,0.0,737668143
17520,164,Salsa Tepuy,1,1.0,1.0,0.0,737668143
17520,169,Salsa BBQ picante,1,1.0,1.0,0.0,737668143
17519,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,BBWHKSDC
17519,55,El Pelirojo Jimmy,1,10.7,10.7,0.0,BBWHKSDC
17517,44,Burger Perla Negra,1,12.5,12.5,0.0,A3LLK89Q
17517,34,Burger La Uno Basic,4,12.6,50.4,0.0,A3LLK89Q
17516,13,Combo Para Compartir,1,30.6,30.6,0.0,A8UBM6YD
17515,24,Slim Combo (Para 1),1,11.9,11.9,0.0,134211195
17514,48,Cheescake de Oreo,1,5.9,5.9,0.0,E7C87
17514,93,Combo Para Ti,1,15.3,15.3,0.0,E7C87
17513,3,Sweet Home Sanvi,2,12.3,24.6,0.0,9A362
17513,5,Tequeños,1,6.4,6.4,0.0,9A362
17513,4,Chicken Tenders,1,7.6,7.6,0.0,9A362
17512,95,Hamburguesa EI - OU,1,18.2,18.2,0.0,BUDDNE1T
17512,61,Teque Nutella,1,3.2,3.2,0.0,BUDDNE1T
17512,5,Tequeños,1,9.9,9.9,0.0,BUDDNE1T
17512,113,Hamburguesa La Dos,1,15.7,15.7,0.0,BUDDNE1T
17508,11,Alitas,1,7.2,7.2,0.0,134212939
17508,16,Oklahoma Umbrella,1,7.5,7.5,0.0,134212939
17508,27,Cerveza Mahou 5 Estrellas (330ml),2,1.9,3.8,0.0,134212939
17510,109,Hamburguesa La Muergana,1,14.5,14.5,0.0,74D19
17510,69,Rabiosa,1,14.2,14.2,0.0,74D19
17509,31,Monchi Meal (Para 2),1,23.8,23.8,0.0,30261
17507,25,Sweet Home Madrid,2,12.7,25.4,0.0,84787
17507,36,Coca-Cola Zero Azúcar lata 330ml.,3,1.9,5.7,0.0,84787
17506,109,Hamburguesa La Muergana,1,14.5,14.5,0.0,BTQYP1YN
17505,170,Arepa Quesuda,1,5.5,5.5,0.0,B9XLLCVJ
17505,46,Tequeños (4 Uds.),1,6.9,6.9,0.0,B9XLLCVJ
17502,2,Kahuna Burger,1,8.5,8.5,0.0,9BD26
17502,16,Oklahoma Umbrella,1,7.5,7.5,0.0,9BD26
17498,2,Kahuna Burger,2,8.1,16.2,0.0,ABF2C
17498,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,ABF2C
17493,31,Monchi Meal (Para 2),1,23.8,23.8,0.0,AA27A
17493,2,Kahuna Burger,1,8.1,8.1,0.0,AA27A
17489,55,El Pelirojo Jimmy,1,10.7,10.7,0.0,03BD8
17489,19,Patatas fritas Grandes,1,4.5,4.5,0.0,03BD8
17489,20,Charles Wells,1,8.3,8.3,0.0,03BD8
17488,6,Ned Kelly,1,10.9,10.9,0.0,6F5EC
17488,2,Kahuna Burger,1,8.1,8.1,0.0,6F5EC
17488,5,Tequeños,1,6.4,6.4,0.0,6F5EC
17488,19,Patatas fritas Grandes,1,4.5,4.5,0.0,6F5EC
17484,19,Patatas fritas Grandes,1,4.5,4.5,0.0,134223298
17484,25,Sweet Home Madrid,2,12.7,25.4,0.0,134223298
17486,20,Charles Wells,1,7.7,7.7,0.0,892D3
17486,19,Patatas fritas Grandes,2,3.5,7.0,0.0,892D3
17485,7,Zima Blue,1,12.2,12.2,0.0,52E8F
17485,55,El Pelirojo Jimmy,1,11.2,11.2,0.0,52E8F
17485,19,Patatas fritas Grandes,1,4.5,4.5,0.0,52E8F
17485,68,Boniato frito pequeño,1,3.5,3.5,0.0,52E8F
17482,1,Patatas fritas Pequeñas,1,2.0,2.0,0.0,019AC
17482,55,El Pelirojo Jimmy,1,9.7,9.7,0.0,019AC
17482,2,Kahuna Burger,1,7.7,7.7,0.0,019AC
17478,19,Patatas fritas Grandes,1,3.5,3.5,0.0,504EF
17478,12,Sweet Home Alicante,1,11.7,11.7,0.0,504EF
17477,44,Burger Perla Negra,1,12.5,12.5,0.0,D13B5
17476,14,Patatas fritas L,1,4.5,4.5,0.0,737890718
17476,12,Sweet Home Alicante,1,12.3,12.3,0.0,737890718
17475,31,Monchi Meal (Para 2),1,23.8,23.8,0.0,7126D
17468,25,Sweet Home Madrid,1,12.7,12.7,0.0,382CE
17468,20,Charles Wells,1,8.7,8.7,0.0,382CE
17468,19,Patatas fritas Grandes,1,4.5,4.5,0.0,382CE
17467,24,Slim Combo (Para 1),1,11.9,11.9,0.0,7CEAB
17463,122,Caprichosa,1,12.9,12.9,0.0,ANHEWQLK
17463,125,Cheesebacon,1,12.5,12.5,0.0,ANHEWQLK
17461,20,Charles Wells,3,8.3,24.9,0.0,737888026
17461,23,Patatas fritas S,1,2.5,2.5,0.0,737888026
17459,19,Patatas fritas Grandes,1,3.5,3.5,0.0,58B74
17459,55,El Pelirojo Jimmy,2,9.7,19.4,0.0,58B74
17457,2,Kahuna Burger,1,8.5,8.5,0.0,C816C
17457,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,C816C
17456,25,Sweet Home Madrid,1,12.7,12.7,0.0,97EEE
17455,16,Oklahoma Umbrella,1,7.5,7.5,0.0,23927
17455,19,Patatas fritas Grandes,1,3.5,3.5,0.0,23927
17455,12,Sweet Home Alicante,1,11.7,11.7,0.0,23927
17453,2,Kahuna Burger,1,8.1,8.1,0.0,737908539
17453,14,Patatas fritas L,1,4.5,4.5,0.0,737908539
17453,15,Cerveza Estrella Galicia 33CL,1,1.9,1.9,0.0,737908539
17453,16,Oklahoma Umbrella,2,7.5,15.0,0.0,737908539
17452,46,Tequeños (4 Uds.),2,6.9,13.8,0.0,BKMXAMFL
17451,11,Alitas,1,7.2,7.2,0.0,4AB9E
17451,6,Ned Kelly,1,10.9,10.9,0.0,4AB9E
17451,30,Slim Combo (para 1),1,11.9,11.9,0.0,4AB9E
17451,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,4AB9E
17450,5,Tequeños,1,6.4,6.4,0.0,2985A
17450,20,Charles Wells,1,8.3,8.3,0.0,2985A
17450,6,Ned Kelly,1,10.9,10.9,0.0,2985A
17448,32,Monchi Meal Combo (Para 2),1,23.8,23.8,0.0,737908541
17449,3,Sweet Home Sanvi,1,12.3,12.3,0.0,74F0D
17449,2,Kahuna Burger,1,8.1,8.1,0.0,74F0D
17449,20,Charles Wells,1,8.3,8.3,0.0,74F0D
17449,19,Patatas fritas Grandes,1,4.5,4.5,0.0,74F0D
17445,6,Ned Kelly,1,11.4,11.4,0.0,42607
17445,38,Boniato frito grande,1,6.9,6.9,0.0,42607
17445,4,Chicken Tenders,1,7.6,7.6,0.0,42607
17444,42,Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,0.0,D1380
17444,20,Charles Wells,1,8.3,8.3,0.0,D1380
17444,19,Patatas fritas Grandes,1,4.5,4.5,0.0,D1380
17444,29,Salsa X,1,1.5,1.5,0.0,D1380
17444,79,Salsa Mayo Pepper,1,1.5,1.5,0.0,D1380
17444,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,D1380
17444,54,Sweet Home Benidorm,1,12.3,12.3,0.0,D1380
17443,90,Arepa Rumbera Remix,2,7.7,15.4,0.0,ALPEVSTM
17441,68,Boniato frito pequeño,1,3.5,3.5,0.0,737922262
17441,22,Coca-cola,1,1.9,1.9,0.0,737922262
17441,23,Patatas fritas S,1,2.5,2.5,0.0,737922262
17441,11,Alitas,1,7.2,7.2,0.0,737922262
17441,127,Roooaaarrr,1,12.9,12.9,0.0,737922262
17439,12,Sweet Home Alicante,2,11.7,23.4,0.0,5798A
17438,23,Patatas fritas S,1,2.5,2.5,0.0,737925242
17438,16,Oklahoma Umbrella,1,7.5,7.5,0.0,737925242
17438,68,Boniato frito pequeño,1,3.5,3.5,0.0,737925242
17438,12,Sweet Home Alicante,1,12.3,12.3,0.0,737925242
17436,25,Sweet Home Madrid,1,12.7,12.7,0.0,134235983
17437,9,El honesto Mike,1,12.3,12.3,0.0,737927928
17437,14,Patatas fritas L,1,4.5,4.5,0.0,737927928
17437,2,Kahuna Burger,1,8.1,8.1,0.0,737927928
17435,46,Tequeños (4 Uds.),1,6.9,6.9,0.0,BLQH9SNL
17434,3,Sweet Home Sanvi,1,12.3,12.3,0.0,54C02
17433,12,Sweet Home Alicante,1,11.7,11.7,0.0,89D32
17433,1,Patatas fritas Pequeñas,1,2.0,2.0,0.0,89D32
17432,24,Slim Combo (Para 1),3,11.9,11.9,0.0,737931033
17431,14,Patatas fritas L,1,4.5,4.5,0.0,737929493
17431,2,Kahuna Burger,1,8.1,8.1,0.0,737929493
17431,7,Zima Blue,1,11.7,11.7,0.0,737929493
17429,2,Kahuna Burger,3,7.7,23.1,0.0,5DB97
17429,5,Tequeños,1,5.9,5.9,0.0,5DB97
17429,16,Oklahoma Umbrella,1,7.5,7.5,0.0,5DB97
17429,52,Salsa Spicy,2,1.5,3.0,0.0,5DB97
17429,7,Zima Blue,1,11.0,11.0,0.0,5DB97
17429,26,Salsa BBQ-Bourbon,1,1.5,1.5,0.0,5DB97
17429,19,Patatas fritas Grandes,2,3.5,7.0,0.0,5DB97
17428,7,Zima Blue,1,11.0,11.0,0.0,31FBD
17427,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,C20E5
17427,20,Charles Wells,1,8.7,8.7,0.0,C20E5
17425,68,Boniato frito pequeño,1,3.5,3.5,0.0,8091E
17425,127,Roooaaarrr,1,12.9,12.9,0.0,8091E
17425,36,Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,0.0,8091E
17425,55,El Pelirojo Jimmy,1,10.7,10.7,0.0,8091E
17425,19,Patatas fritas Grandes,1,4.5,4.5,0.0,8091E
17425,12,Sweet Home Alicante,1,12.3,12.3,0.0,8091E
17424,19,Patatas fritas Grandes,1,3.5,3.5,0.0,5A6A1
17424,16,Oklahoma Umbrella,1,7.5,7.5,0.0,5A6A1
17424,29,Salsa X,1,1.5,1.5,0.0,5A6A1
17424,12,Sweet Home Alicante,1,11.7,11.7,0.0,5A6A1
17423,19,Patatas fritas Grandes,1,3.5,3.5,0.0,ADAF3
17423,2,Kahuna Burger,1,7.7,7.7,0.0,ADAF3
17423,12,Sweet Home Alicante,1,11.7,11.7,0.0,ADAF3
17422,1,Patatas fritas Pequeñas,2,2.5,5.0,0.0,56842
17422,2,Kahuna Burger,1,8.1,8.1,0.0,56842
17422,3,Sweet Home Sanvi,1,12.3,12.3,0.0,56842
17422,79,Salsa Mayo Pepper,1,1.5,1.5,0.0,56842
17420,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,C5B2A
17420,12,Sweet Home Alicante,1,12.3,12.3,0.0,C5B2A
17419,14,Patatas fritas L,1,4.5,4.5,0.0,738287813
17419,38,Boniato frito grande,1,6.9,6.9,0.0,738287813
17419,12,Sweet Home Alicante,1,12.3,12.3,0.0,738287813
17419,2,Kahuna Burger,1,8.1,8.1,0.0,738287813
17418,2,Kahuna Burger,2,8.1,16.2,0.0,738291615
17418,23,Patatas fritas S,2,2.5,5.0,0.0,738291615
17417,31,Monchi Meal (Para 2),1,23.8,23.8,0.0,CEB8C
17416,109,Hamburguesa La Muergana,1,14.5,14.5,0.0,BXU1R9MV
17415,69,Rabiosa,1,14.2,14.2,0.0,BFBLELLZ
17415,109,Hamburguesa La Muergana,1,14.5,14.5,0.0,BFBLELLZ
17415,61,Teque Nutella,1,3.2,3.2,0.0,BFBLELLZ
17414,8,Salsa Sweet-Umbrella,1,1.5,1.5,0.0,203CA
17414,19,Patatas fritas Grandes,1,3.5,3.5,0.0,203CA
17414,55,El Pelirojo Jimmy,1,9.7,9.7,0.0,203CA
17414,7,Zima Blue,1,11.0,11.0,0.0,203CA
17412,19,Patatas fritas Grandes,1,4.5,4.5,0.0,E88E7
17412,6,Ned Kelly,1,10.9,10.9,0.0,E88E7
17412,3,Sweet Home Sanvi,1,12.3,12.3,0.0,E88E7
17411,25,Sweet Home Madrid,1,12.7,12.7,0.0,0FADD
17410,20,Charles Wells,1,7.7,7.7,0.0,CA19C
17410,12,Sweet Home Alicante,1,11.7,11.7,0.0,CA19C
17409,17,El Honesto Mike,1,11.7,11.7,0.0,D8713
17409,2,Kahuna Burger,1,7.7,7.7,0.0,D8713
17409,19,Patatas fritas Grandes,1,3.5,3.5,0.0,D8713
17408,84,Combo Ego (para 1),1,13.4,13.4,0.0,B9G8C6TV
17407,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,E6E36
17407,30,Slim Combo (para 1),1,11.9,11.9,0.0,E6E36
17406,12,Sweet Home Alicante,2,11.7,23.4,0.0,E62A2
17406,1,Patatas fritas Pequeñas,4,2.0,8.0,0.0,E62A2
17406,4,Chicken Tenders,1,7.6,7.6,0.0,E62A2
17406,2,Kahuna Burger,2,7.7,15.4,0.0,E62A2
17406,16,Oklahoma Umbrella,1,7.5,7.5,0.0,E62A2
17405,51,Hamburguesa Perla Negra,1,14.3,14.3,0.0,E3B68
17404,60,Hamburguesa La Uno,1,14.6,14.6,0.0,BAVTU7D9
17402,163,Tropi Chicken,1,11.9,11.9,0.0,738313837
17401,32,Monchi Meal Combo (Para 2),1,23.8,23.8,0.0,BC2AA
17401,24,Slim Combo (Para 1),1,11.9,11.9,0.0,BC2AA
17401,5,Tequeños,1,6.4,6.4,0.0,BC2AA
17400,19,Patatas fritas Grandes,1,3.5,3.5,0.0,31234
17400,7,Zima Blue,1,11.0,11.0,0.0,31234
17400,12,Sweet Home Alicante,1,11.7,11.7,0.0,31234
17398,168,Coca-cola bote,1,1.9,1.9,0.0,738318345
17398,128,La Uno,1,13.6,13.6,0.0,738318345
17397,6,Ned Kelly,1,11.4,11.4,0.0,8A214
17397,25,Sweet Home Madrid,1,12.7,12.7,0.0,8A214
17396,11,Alitas,1,7.2,7.2,0.0,EF297
17396,19,Patatas fritas Grandes,1,3.5,3.5,0.0,EF297
17395,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,34CFA
17395,2,Kahuna Burger,1,8.5,8.5,0.0,34CFA
17393,20,Charles Wells,1,8.3,8.3,0.0,738332499
17393,23,Patatas fritas S,1,2.5,2.5,0.0,738332499
17393,16,Oklahoma Umbrella,1,7.5,7.5,0.0,738332499
17392,88,Hamburguesa cheesebacon,2,12.5,25.0,0.0,BM53ANN5
17391,85,Arepa isleña,1,9.4,9.4,0.0,BFUXLSBV
17390,57,Arepa La abuela Rumbera,1,10.9,10.9,0.0,BDLGXLEK
17390,96,Patatas (Pequeña),1,2.0,2.0,0.0,BDLGXLEK
17388,54,Sweet Home Benidorm,1,12.3,12.3,0.0,7420C
17388,55,El Pelirojo Jimmy,1,10.7,10.7,0.0,7420C
17387,25,Sweet Home Madrid,1,12.7,12.7,0.0,2CD66
17387,68,Boniato frito pequeño,1,3.5,3.5,0.0,2CD66
17386,84,Combo Ego (para 1),1,13.4,13.4,0.0,BHKGYF43
17385,25,Sweet Home Madrid,2,12.7,25.4,0.0,38EF7
17385,55,El Pelirojo Jimmy,1,11.2,11.2,0.0,38EF7
17383,11,Alitas,1,7.2,7.2,0.0,E11BB
17383,25,Sweet Home Madrid,1,12.7,12.7,0.0,E11BB
17382,139,Aquarius Limón lata 330ml.,1,1.9,1.9,0.0,50802
17382,42,Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,0.0,50802
17382,25,Sweet Home Madrid,1,12.7,12.7,0.0,50802
17381,61,Teque Nutella,1,3.2,3.2,0.0,B9RXM5YG
17381,50,Hamburguesa La Caprichosa,1,12.9,12.9,0.0,B9RXM5YG
17381,121,Patatas bacon cheddar,1,7.7,7.7,0.0,B9RXM5YG
17380,105,Hamburguesa La Vegana,1,14.5,14.5,0.0,B6N7YPJY
17380,106,Pack de 12 Tequeños,1,17.8,17.8,0.0,B6N7YPJY
17380,61,Teque Nutella,1,3.2,3.2,0.0,B6N7YPJY
17379,69,Rabiosa,1,14.2,14.2,0.0,BP1JU9AW
17379,94,Gofre,1,5.5,5.5,0.0,BP1JU9AW
17378,1,Patatas fritas Pequeñas,1,2.0,2.0,0.0,68979
17378,2,Kahuna Burger,1,7.7,7.7,0.0,68979
17378,29,Salsa X,1,1.5,1.5,0.0,68979
17378,6,Ned Kelly,1,10.1,10.1,0.0,68979
17378,8,Salsa Sweet-Umbrella,1,1.5,1.5,0.0,68979
17377,45,Burger La Zar Basic,1,12.9,12.9,0.0,A4PZZRR1
17377,47,Alitas De Pollo Fritas (7 Uds.),1,7.2,7.2,0.0,A4PZZRR1
17377,46,Tequeños (4 Uds.),1,5.9,5.9,0.0,A4PZZRR1
17375,29,Salsa X,1,1.5,1.5,0.0,513D2
17375,3,Sweet Home Sanvi,2,12.3,24.6,0.0,513D2
17375,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,513D2
17373,95,Hamburguesa EI - OU,1,18.2,18.2,0.0,BB4ZE64U
17373,83,Nachos Anaya,1,12.2,12.2,0.0,BB4ZE64U
17373,110,Hamburguesa La Inglesa,1,12.3,12.3,0.0,BB4ZE64U
17372,24,Slim Combo (Para 1),1,11.9,11.9,0.0,FEA03
17372,5,Tequeños,1,6.4,6.4,0.0,FEA03
17371,69,Rabiosa,1,14.2,14.2,0.0,BQELPTV7
17369,79,Salsa Mayo Pepper,1,1.5,1.5,0.0,E59BC
17369,3,Sweet Home Sanvi,1,12.3,12.3,0.0,E59BC
17369,8,Salsa Sweet-Umbrella,1,1.5,1.5,0.0,E59BC
17369,7,Zima Blue,1,11.7,11.7,0.0,E59BC
17369,1,Patatas fritas Pequeñas,2,2.5,5.0,0.0,E59BC
17368,7,Zima Blue,1,12.2,12.2,0.0,D332C
17368,6,Ned Kelly,1,11.4,11.4,0.0,D332C
17368,5,Tequeños,1,6.4,6.4,0.0,D332C
17368,68,Boniato frito pequeño,1,3.5,3.5,0.0,D332C
17367,45,Burger La Zar Basic,1,12.9,12.9,0.0,A2D7B
17367,34,Burger La Uno Basic,1,12.6,12.6,0.0,A2D7B
17366,46,Tequeños (4 Uds.),1,5.9,5.9,0.0,40C86
17366,34,Burger La Uno Basic,1,12.6,12.6,0.0,40C86
17365,36,Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,0.0,93B8A
17365,55,El Pelirojo Jimmy,1,9.7,9.7,0.0,93B8A
17363,7,Zima Blue,1,11.7,11.7,0.0,80ABD
17363,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,80ABD
17362,25,Sweet Home Madrid,1,12.7,12.7,0.0,134263452
17362,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,134263452
17361,1,Patatas fritas Pequeñas,1,2.0,2.0,0.0,76442
17361,29,Salsa X,1,1.5,1.5,0.0,76442
17361,2,Kahuna Burger,1,7.7,7.7,0.0,76442
17360,6,Ned Kelly,1,10.9,10.9,0.0,737870936
17360,16,Oklahoma Umbrella,1,7.5,7.5,0.0,737870936
17360,14,Patatas fritas L,1,4.5,4.5,0.0,737870936
17359,20,Charles Wells,1,8.7,8.7,0.0,0F5E0
17358,30,Slim Combo (para 1),1,11.9,11.9,0.0,F7AB2
17358,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,F7AB2
17356,46,Tequeños (4 Uds.),2,5.9,11.8,0.0,C53AD
17356,93,Combo Para Ti,1,15.3,15.3,0.0,C53AD
17355,30,Slim Combo (para 1),1,11.9,11.9,0.0,A376B
17355,5,Tequeños,1,6.4,6.4,0.0,A376B
17354,35,Burger Cheesebacon,1,10.9,10.9,0.0,FFD95
17352,171,La Catira,1,8.0,8.0,0.0,AMCHG5CR
17352,80,Arepa Sifrina,1,7.7,7.7,0.0,AMCHG5CR
17352,59,Tequemix,1,9.9,9.9,0.0,AMCHG5CR
17351,12,Sweet Home Alicante,2,12.3,24.6,0.0,738526338
17351,14,Patatas fritas L,2,4.5,9.0,0.0,738526338
17350,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,00DC8
17350,25,Sweet Home Madrid,1,12.7,12.7,0.0,00DC8
17349,2,Kahuna Burger,1,8.1,8.1,0.0,738527688
17349,127,Roooaaarrr,1,12.9,12.9,0.0,738527688
17349,14,Patatas fritas L,1,4.5,4.5,0.0,738527688
17348,50,Hamburguesa La Caprichosa,1,12.9,12.9,0.0,A52BA
17348,36,Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,0.0,A52BA
17348,60,Hamburguesa La Uno,1,14.6,14.6,0.0,A52BA
17347,1,Patatas fritas Pequeñas,1,2.0,2.0,0.0,80493
17347,20,Charles Wells,1,7.7,7.7,0.0,80493
17345,42,Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,0.0,AE2CD
17345,30,Slim Combo (para 1),1,11.9,11.9,0.0,AE2CD
17345,52,Salsa Spicy,1,1.5,1.5,0.0,AE2CD
17345,2,Kahuna Burger,1,8.1,8.1,0.0,AE2CD
17345,19,Patatas fritas Grandes,1,4.5,4.5,0.0,AE2CD
17344,25,Sweet Home Madrid,2,12.7,25.4,0.0,49BB0
17343,12,Sweet Home Alicante,1,11.7,11.7,0.0,B1814
17343,1,Patatas fritas Pequeñas,1,2.0,2.0,0.0,B1814
17342,85,Arepa isleña,1,9.4,9.4,0.0,BA11MQUJ
17341,112,Coca-cola Zero,1,1.9,1.9,0.0,738527549
17341,6,Ned Kelly,2,10.9,10.9,0.0,738527549
17341,71,Agua,1,1.0,1.0,0.0,738527549
17341,9,El honesto Mike,2,12.3,24.6,0.0,738527549
17341,4,Chicken Tenders,3,7.6,7.6,0.0,738527549
17341,2,Kahuna Burger,2,8.1,8.1,0.0,738527549
17341,22,Coca-cola,2,1.9,3.8,0.0,738527549
17341,23,Patatas fritas S,4,2.5,10.0,0.0,738527549
17341,11,Alitas,1,7.2,7.2,0.0,738527549
17341,14,Patatas fritas L,2,4.5,9.0,0.0,738527549
17341,3,Sweet Home Sanvi,2,12.3,24.6,0.0,738527549
17340,25,Sweet Home Madrid,2,12.7,25.4,0.0,B5C56
17339,19,Patatas fritas Grandes,1,4.5,4.5,0.0,B8CD3
17339,25,Sweet Home Madrid,2,12.7,25.4,0.0,B8CD3
17338,20,Charles Wells,1,8.3,8.3,0.0,738526998
17338,2,Kahuna Burger,1,8.1,8.1,0.0,738526998
17338,14,Patatas fritas L,1,4.5,4.5,0.0,738526998
17337,55,El Pelirojo Jimmy,1,9.7,9.7,0.0,6A41A
17337,20,Charles Wells,1,7.7,7.7,0.0,6A41A
17336,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,765B7
17336,28,Cheesecake de Oreo,1,5.9,5.9,0.0,765B7
17336,25,Sweet Home Madrid,2,12.7,25.4,0.0,765B7
17335,86,Arepa la rumbera remix,1,7.7,7.7,0.0,BXLMU56N
17335,116,La catira,1,8.0,8.0,0.0,BXLMU56N
17335,42,Coca-Cola Sabor Original lata 330ml.,2,1.9,3.8,0.0,BXLMU56N
17334,25,Sweet Home Madrid,2,12.7,25.4,0.0,2902B
17333,25,Sweet Home Madrid,3,12.7,38.1,0.0,29E2A
17333,19,Patatas fritas Grandes,1,4.5,4.5,0.0,29E2A
17332,25,Sweet Home Madrid,2,12.7,25.4,0.0,90FF9
17332,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,90FF9
17332,6,Ned Kelly,1,11.4,11.4,0.0,90FF9
17332,68,Boniato frito pequeño,1,3.5,3.5,0.0,90FF9
17331,68,Boniato frito pequeño,1,3.5,3.5,0.0,7CDFA
17331,25,Sweet Home Madrid,2,12.7,25.4,0.0,7CDFA
17329,41,Burger La Caprichosa,1,10.9,10.9,0.0,AKJNPH71
17329,65,Burger La Riki,2,10.9,21.8,0.0,AKJNPH71
17329,34,Burger La Uno Basic,2,12.6,25.2,0.0,AKJNPH71
17329,33,Patatas Fritas,4,2.5,10.0,0.0,AKJNPH71
17328,19,Patatas fritas Grandes,1,3.5,3.5,0.0,8E5EA
17328,2,Kahuna Burger,2,7.7,15.4,0.0,8E5EA
17327,55,El Pelirojo Jimmy,1,10.7,10.7,0.0,8C49C
17327,3,Sweet Home Sanvi,3,12.3,36.9,0.0,8C49C
17326,2,Kahuna Burger,1,7.7,7.7,0.0,56B02
17326,1,Patatas fritas Pequeñas,1,2.0,2.0,0.0,56B02
17326,5,Tequeños,1,5.9,5.9,0.0,56B02
17326,12,Sweet Home Alicante,1,11.7,11.7,0.0,56B02
17326,4,Chicken Tenders,1,7.6,7.6,0.0,56B02
17326,19,Patatas fritas Grandes,2,3.5,7.0,0.0,56B02
17324,25,Sweet Home Madrid,2,12.7,25.4,0.0,E8BE5
17323,55,El Pelirojo Jimmy,2,10.7,21.4,0.0,6243C
17323,38,Boniato frito grande,1,6.9,6.9,0.0,6243C
17323,5,Tequeños,1,6.4,6.4,0.0,6243C
17323,3,Sweet Home Sanvi,1,12.3,12.3,0.0,6243C
17322,109,Hamburguesa La Muergana,1,14.5,14.5,0.0,B3SEBCVL
17321,3,Sweet Home Sanvi,1,12.3,12.3,0.0,8B4E5
17320,25,Sweet Home Madrid,2,12.7,25.4,0.0,52F7B
17319,55,El Pelirojo Jimmy,1,10.7,10.7,0.0,966D4
17319,3,Sweet Home Sanvi,2,12.3,24.6,0.0,966D4
17319,20,Charles Wells,1,8.3,8.3,0.0,966D4
17318,5,Tequeños,2,6.4,12.8,0.0,CBBD6
17318,1,Patatas fritas Pequeñas,1,2.5,2.5,0.0,CBBD6
17318,25,Sweet Home Madrid,2,12.7,25.4,0.0,CBBD6
17317,51,Hamburguesa Perla Negra,1,14.3,14.3,0.0,B4BSGFWA
17317,42,Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,0.0,B4BSGFWA
17316,95,Hamburguesa EI - OU,1,18.2,18.2,0.0,BFHRBWAN
17314,2,Kahuna Burger,1,8.1,8.1,0.0,D6EA9
17314,54,Sweet Home Benidorm,1,12.3,12.3,0.0,D6EA9
17315,51,Hamburguesa Perla Negra,3,14.3,42.9,0.0,B6RXZUSM
17315,60,Hamburguesa La Uno,1,14.6,14.6,0.0,B6RXZUSM
17313,116,La catira,2,8.0,16.0,0.0,BLTHU8FQ
17313,113,Hamburguesa La Dos,1,15.7,15.7,0.0,BLTHU8FQ
17313,86,Arepa la rumbera remix,1,7.7,7.7,0.0,BLTHU8FQ
17312,20,Charles Wells,1,8.3,8.3,0.0,AFE01
17312,19,Patatas fritas Grandes,1,4.5,4.5,0.0,AFE01
17312,55,El Pelirojo Jimmy,1,10.7,10.7,0.0,AFE01
17312,7,Zima Blue,1,11.7,11.7,0.0,AFE01
17311,2,Kahuna Burger,1,8.5,8.5,0.0,BF120
17311,19,Patatas fritas Grandes,2,4.5,9.0,0.0,BF120
17311,25,Sweet Home Madrid,4,12.7,50.8,0.0,BF120
17311,43,Salsa Mayo Trufa,3,1.5,4.5,0.0,BF120
17308,20,Charles Wells,1,8.3,8.3,0.0,D8ABA
17308,6,Ned Kelly,1,10.9,10.9,0.0,D8ABA
17306,12,Sweet Home Alicante,2,12.3,24.6,0.0,FF304
17306,19,Patatas fritas Grandes,1,4.5,4.5,0.0,FF304
17305,19,Patatas fritas Grandes,1,3.5,3.5,0.0,D2BC1
17305,20,Charles Wells,1,7.7,7.7,0.0,D2BC1
17305,12,Sweet Home Alicante,1,11.7,11.7,0.0,D2BC1
