"CreatedTime","CreatedTimeUTC","Location","OrderID","Channel","Payment","PaymentAmount","Rebate","SubTotal","Tax","VAT","ProductNames","ItemPrice","ItemQuantities"
"2023-04-30 21:51:37+0200","2023-04-30 19:51:37","Alicante - Periodista Rodolfo Salazar","C3948","Uber Eats","ONLINE",12.9,0.0,25.8,0.0,1.18,"Patatas fritas caseras",0,2
"2023-04-30 21:51:37+0200","2023-04-30 19:51:37","Alicante - Periodista Rodolfo Salazar","C3948","Uber Eats","ONLINE",12.9,0.0,25.8,0.0,1.18,"Hamburguesa normal",0,2
"2023-04-30 21:51:37+0200","2023-04-30 19:51:37","Alicante - Periodista Rodolfo Salazar","C3948","Uber Eats","ONLINE",12.9,0.0,25.8,0.0,1.18,"Sin Extras",0,2
"2023-04-30 21:56:04+0200","2023-04-30 19:56:04","Alicante - Periodista Rodolfo Salazar","128399797","Just Eat","CARD",35.09,0.0,33.1,0.0,3.01,"Arepa Reina Pepiada",770,1
"2023-04-30 21:56:04+0200","2023-04-30 19:56:04","Alicante - Periodista Rodolfo Salazar","128399797","Just Eat","CARD",35.09,0.0,33.1,0.0,3.01,"Frita",0,1
"2023-04-30 21:56:04+0200","2023-04-30 19:56:04","Alicante - Periodista Rodolfo Salazar","128399797","Just Eat","CARD",35.09,0.0,33.1,0.0,3.01,"Patatas guarnición",150,1
"2023-04-30 21:56:04+0200","2023-04-30 19:56:04","Alicante - Periodista Rodolfo Salazar","128399797","Just Eat","CARD",35.09,0.0,33.1,0.0,3.01,"Sin Extras",0,4
"2023-04-30 21:56:04+0200","2023-04-30 19:56:04","Alicante - Periodista Rodolfo Salazar","128399797","Just Eat","CARD",35.09,0.0,33.1,0.0,3.01,"Arepa Rumbera Remix",770,1
"2023-04-30 21:56:04+0200","2023-04-30 19:56:04","Alicante - Periodista Rodolfo Salazar","128399797","Just Eat","CARD",35.09,0.0,33.1,0.0,3.01,"Asada",0,3
"2023-04-30 21:56:04+0200","2023-04-30 19:56:04","Alicante - Periodista Rodolfo Salazar","128399797","Just Eat","CARD",35.09,0.0,33.1,0.0,3.01,"Sin guarnicion",0,3
"2023-04-30 21:56:04+0200","2023-04-30 19:56:04","Alicante - Periodista Rodolfo Salazar","128399797","Just Eat","CARD",35.09,0.0,33.1,0.0,3.01,"Arepa Pelúa",850,1
"2023-04-30 21:56:04+0200","2023-04-30 19:56:04","Alicante - Periodista Rodolfo Salazar","128399797","Just Eat","CARD",35.09,0.0,33.1,0.0,3.01,"Arepa Sifrina",770,1
"2023-04-30 21:37:39+0200","2023-04-30 19:37:39","Alicante - Periodista Rodolfo Salazar","22444","Uber Eats","ONLINE",29.2,0.0,29.2,0.0,2.65,"LA UNO",1460,2
"2023-04-30 21:37:39+0200","2023-04-30 19:37:39","Alicante - Periodista Rodolfo Salazar","22444","Uber Eats","ONLINE",29.2,0.0,29.2,0.0,2.65,"Pan normal",0,2
"2023-04-30 21:37:39+0200","2023-04-30 19:37:39","Alicante - Periodista Rodolfo Salazar","22444","Uber Eats","ONLINE",29.2,0.0,29.2,0.0,2.65,"Madurada HECHA",0,2
"2023-04-30 21:37:39+0200","2023-04-30 19:37:39","Alicante - Periodista Rodolfo Salazar","22444","Uber Eats","ONLINE",29.2,0.0,29.2,0.0,2.65,"Patatas fritas caseras",0,2
"2023-04-30 21:37:39+0200","2023-04-30 19:37:39","Alicante - Periodista Rodolfo Salazar","22444","Uber Eats","ONLINE",29.2,0.0,29.2,0.0,2.65,"Hamburguesa normal",0,2
"2023-04-30 21:37:39+0200","2023-04-30 19:37:39","Alicante - Periodista Rodolfo Salazar","22444","Uber Eats","ONLINE",29.2,0.0,29.2,0.0,2.65,"Sin Extras",0,2
"2023-04-30 21:35:57+0200","2023-04-30 19:35:57","Alicante - Periodista Rodolfo Salazar","1BFAB","Uber Eats","ONLINE",12.9,0.0,25.8,0.0,1.18,"Caprichosa",1290,2
"2023-04-30 21:35:57+0200","2023-04-30 19:35:57","Alicante - Periodista Rodolfo Salazar","1BFAB","Uber Eats","ONLINE",12.9,0.0,25.8,0.0,1.18,"Pan normal",0,2
"2023-04-30 21:35:57+0200","2023-04-30 19:35:57","Alicante - Periodista Rodolfo Salazar","1BFAB","Uber Eats","ONLINE",12.9,0.0,25.8,0.0,1.18,"Al punto",0,2
"2023-04-30 21:35:57+0200","2023-04-30 19:35:57","Alicante - Periodista Rodolfo Salazar","1BFAB","Uber Eats","ONLINE",12.9,0.0,25.8,0.0,1.18,"Patatas fritas caseras",0,2
"2023-04-30 21:35:57+0200","2023-04-30 19:35:57","Alicante - Periodista Rodolfo Salazar","1BFAB","Uber Eats","ONLINE",12.9,0.0,25.8,0.0,1.18,"Hamburguesa normal",0,2
"2023-04-30 21:35:57+0200","2023-04-30 19:35:57","Alicante - Periodista Rodolfo Salazar","1BFAB","Uber Eats","ONLINE",12.9,0.0,25.8,0.0,1.18,"Sin Extras",0,2
"2023-04-30 21:34:04+0200","2023-04-30 19:34:04","Alicante - Periodista Rodolfo Salazar","8D180","Uber Eats","ONLINE",38.8,0.0,38.8,0.0,3.53,"Perla Negra",1430,1
"2023-04-30 21:34:04+0200","2023-04-30 19:34:04","Alicante - Periodista Rodolfo Salazar","8D180","Uber Eats","ONLINE",38.8,0.0,38.8,0.0,3.53,"Pan normal",0,2
"2023-04-30 21:34:04+0200","2023-04-30 19:34:04","Alicante - Periodista Rodolfo Salazar","8D180","Uber Eats","ONLINE",38.8,0.0,38.8,0.0,3.53,"Al punto",0,2
"2023-04-30 21:34:04+0200","2023-04-30 19:34:04","Alicante - Periodista Rodolfo Salazar","8D180","Uber Eats","ONLINE",38.8,0.0,38.8,0.0,3.53,"Patatas fritas caseras",0,2
"2023-04-30 21:34:04+0200","2023-04-30 19:34:04","Alicante - Periodista Rodolfo Salazar","8D180","Uber Eats","ONLINE",38.8,0.0,38.8,0.0,3.53,"Hamburguesa normal",0,2
"2023-04-30 21:34:04+0200","2023-04-30 19:34:04","Alicante - Periodista Rodolfo Salazar","8D180","Uber Eats","ONLINE",38.8,0.0,38.8,0.0,3.53,"Sin Extras",0,2
"2023-04-30 21:34:04+0200","2023-04-30 19:34:04","Alicante - Periodista Rodolfo Salazar","8D180","Uber Eats","ONLINE",38.8,0.0,38.8,0.0,3.53,"Trío Criollo",1220,1
"2023-04-30 21:34:04+0200","2023-04-30 19:34:04","Alicante - Periodista Rodolfo Salazar","8D180","Uber Eats","ONLINE",38.8,0.0,38.8,0.0,3.53,"Inglesa",1230,1
"2023-04-30 21:24:47+0200","2023-04-30 19:24:47","Alicante - Bazan","01EA6","Uber Eats","ONLINE",16.7,0.0,16.7,0.0,1.52,"Beety Miranda",1270,1
"2023-04-30 21:24:47+0200","2023-04-30 19:24:47","Alicante - Bazan","01EA6","Uber Eats","ONLINE",16.7,0.0,16.7,0.0,1.52,"Pan normal",0,1
"2023-04-30 21:24:47+0200","2023-04-30 19:24:47","Alicante - Bazan","01EA6","Uber Eats","ONLINE",16.7,0.0,16.7,0.0,1.52,"Punto menos",0,1
"2023-04-30 21:24:47+0200","2023-04-30 19:24:47","Alicante - Bazan","01EA6","Uber Eats","ONLINE",16.7,0.0,16.7,0.0,1.52,"Boniato frito",150,1
"2023-04-30 21:24:47+0200","2023-04-30 19:24:47","Alicante - Bazan","01EA6","Uber Eats","ONLINE",16.7,0.0,16.7,0.0,1.52,"Una más de ternera gallega",250,1
"2023-04-30 21:24:47+0200","2023-04-30 19:24:47","Alicante - Bazan","01EA6","Uber Eats","ONLINE",16.7,0.0,16.7,0.0,1.52,"Sin Extras",0,1
"2023-04-30 21:24:48+0200","2023-04-30 19:24:48","Alicante - Bazan","A1JGVWQK","Glovo","CARD",20.1,0.0,20.1,0.0,0.0,"Cocacola zero bote",190,1
