artículos_ordenados,cantidad,precio_de_venta,artículo_subtotal,id_de_pedido,service_fee
Ned Kelly,3,10.9,32.7,C0545,0.0
Burger La Caprichosa,2,10.9,21.8,69426,0.0
Kalifornia,1,13.5,13.5,B4DD5,0.0
Ned Kelly,1,11.4,11.4,B4DD5,0.0
Patatas fritas Grandes,1,4.5,4.5,B4DD5,0.0
Salsa Mayo Trufa,1,1.5,1.5,B4DD5,0.0
Sweet Home Sanvi,1,12.3,12.3,77564,0.0
Kahuna Burger,1,8.1,8.1,77564,0.0
Charles Wells,2,8.3,16.6,77564,0.0
Patatas fritas Grandes,2,4.5,9.0,77564,0.0
Cheesecake de Oreo,1,5.9,5.9,F918D,0.0
Ned Kelly,1,11.4,11.4,F918D,0.0
Patatas fritas Pequeñas,1,2.5,2.5,F918D,0.0
El Pelirojo Jimmy,1,10.7,10.7,753188010,0.0
Tequeños,1,6.4,6.4,753188010,0.0
Charles Wells,3,8.3,8.3,753188010,0.0
Patatas fritas S,4,2.5,5.0,753188010,0.0
Zima Blue,1,11.7,11.7,BXGC2GRM,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BXGC2GRM,0.0
Salsa X,1,1.5,1.5,BXGC2GRM,0.0
Kalifornia,1,13.5,13.5,BQKTRYFL,0.0
Kahuna Burger,1,8.1,8.1,BQKTRYFL,0.0
Patatas fritas Grandes,1,4.5,4.5,BQKTRYFL,0.0
Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,82AC2,0.0
Patatas fritas Pequeñas,1,2.5,2.5,82AC2,0.0
El Pelirojo Jimmy,1,10.7,10.7,82AC2,0.0
Tequeños,1,6.4,6.4,82AC2,0.0
Zima Blue,1,11.7,11.7,753189856,0.0
Kahuna Burger,1,8.1,8.1,753189856,0.0
Alitas Kentucky  (5Und),1,9.5,9.5,AEDEGU1E,0.0
Althaia Mediterranean Lager PL,1,3.0,3.0,AEDEGU1E,0.0
LA UNO,1,14.6,14.6,AEDEGU1E,0.0
Patatas fritas Pequeñas,1,2.5,2.5,6F2E1,0.0
Charles Wells,1,8.7,8.7,6F2E1,0.0
Patatas fritas S,1,2.5,2.5,753192954,0.0
Kahuna Burger,1,8.1,8.1,753192954,0.0
Combo Para Ti,1,15.3,15.3,A6TLUXLS,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,BLBL1VUY,0.0
Salsa Mayo Trufa,1,1.5,1.5,BLBL1VUY,0.0
Patatas fritas L,1,4.5,4.5,753188212,0.0
BBQ-Bourbon,1,1.5,1.5,753188212,0.0
Kahuna Burger,2,8.1,8.1,753188212,0.0
Perla Negra,1,14.3,14.3,ARKLN9UA,0.0
Cocacola zero bote,1,1.9,1.9,ARKLN9UA,0.0
Caprichosa,1,12.9,12.9,ARKLN9UA,0.0
Cocacola bote,1,1.9,1.9,ARKLN9UA,0.0
Slim Combo (Para 1),1,11.9,11.9,E941D,0.0
Beety Miranda,1,12.7,12.7,A1VD144A,0.0
El Zar,1,14.9,14.9,A1VD144A,0.0
Combo Ego (para 1),1,13.4,13.4,C6583,0.0
Cheesebacon,1,12.5,12.5,ASBMLVDS,0.0
LA UNO,1,14.6,14.6,APJSB7PQ,0.0
Nestea bote,1,1.9,1.9,APJSB7PQ,0.0
Arepa Rumbera Remix,1,7.7,7.7,APJSB7PQ,0.0
Cocacola zero bote,1,1.9,1.9,APJSB7PQ,0.0
El Honesto Mike,1,12.3,12.3,1E912,0.0
Kahuna Burger,2,8.1,16.2,1E912,0.0
Patatas fritas Grandes,1,4.5,4.5,1E912,0.0
Sweet Home Alicante,1,12.3,12.3,1E912,0.0
Slim Combo (Para 1),1,11.9,11.9,753197721,0.0
Ned Kelly,1,11.4,11.4,135866128,0.0
Patatas fritas Grandes,1,4.5,4.5,135866128,0.0
Sweet Home Madrid,1,12.7,12.7,135866128,0.0
Burger La Uno Basic,1,12.6,12.6,A7FZ4L55,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,BLYDAYBA,0.0
Salsa X,1,1.5,1.5,BLYDAYBA,0.0
Slim Combo (Para 1),1,11.9,11.9,BLYDAYBA,0.0
Kahuna Burger,1,8.1,8.1,BLYDAYBA,0.0
Patatas fritas Pequeñas,1,2.5,2.5,135867618,0.0
Alitas,1,7.2,7.2,135867618,0.0
Kahuna Burger,1,8.5,8.5,135867618,0.0
Patatas fritas Pequeñas,1,2.5,2.5,42014,0.0
Kalifornia,1,13.5,13.5,42014,0.0
Oklahoma Umbrella,1,7.5,7.5,42014,0.0
El Pelirojo Jimmy,1,10.7,10.7,B9LBLGYU,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,B9LBLGYU,0.0
Kahuna Burger,1,8.1,8.1,B9LBLGYU,0.0
Tequeños,1,6.4,6.4,B9LBLGYU,0.0
Marquesa de Nutella,1,5.9,5.9,ARNNJUUD,0.0
Burger Cheesebacon,1,10.9,10.9,ARNNJUUD,0.0
Kahuna Burger,1,8.1,8.1,6653D,0.0
Salsa Mayo Pepper,1,1.5,1.5,6653D,0.0
Salsa Sweet-Umbrella,1,1.5,1.5,6653D,0.0
Patatas fritas Grandes,1,4.5,4.5,6653D,0.0
Slim Combo (Para 1),1,11.9,11.9,753196586,0.0
Kahuna Burger,1,8.1,8.1,753204759,0.0
Zima Blue,1,11.7,11.7,753204759,0.0
Patatas fritas S,1,2.5,2.5,753204759,0.0
Coca-cola,1,1.9,1.9,753204759,0.0
Alitas,1,7.2,7.2,753201109,0.0
Ned Kelly,1,10.9,10.9,753201109,0.0
Zima Blue,1,11.7,11.7,753201109,0.0
Patatas fritas S,1,2.5,2.5,753201109,0.0
Zima Blue,2,11.7,23.4,753208134,0.0
Boniato frito pequeño,1,3.5,3.5,753208134,0.0
Ned Kelly,2,10.9,21.8,753208134,0.0
Monchi Meal (Para 2),1,23.8,23.8,83485,0.0
Ned Kelly,1,11.4,11.4,2A92C,0.0
Patatas fritas Grandes,1,4.5,4.5,2A92C,0.0
LA UNO,1,14.6,14.6,AZL9LB3H,0.0
Nestea Té Negro Limón lata 330ml.,1,1.9,1.9,M1EUE1XB,0.0
Patatas fritas Pequeñas,1,2.5,2.5,M1EUE1XB,0.0
Kahuna Burger,1,8.5,8.5,M1EUE1XB,0.0
Hamburguesa La Caprichosa,2,12.9,25.8,7B696,0.0
Kalifornia,1,13.5,13.5,C1A25,0.0
Slim Combo (Para 1),2,11.9,23.8,C1A25,0.0
Kahuna Burger,1,8.1,8.1,E317E,0.0
Patatas fritas Pequeñas,1,2.5,2.5,E317E,0.0
Kahuna Burger,1,8.1,8.1,BF1LFSBP,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,BF1LFSBP,0.0
Crew Combo (Para 4),1,47.6,47.6,135871987,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BGLENHEZ,0.0
Kahuna Burger,2,8.1,16.2,BGLENHEZ,0.0
Slim Combo (Para 1),2,11.9,23.8,03A89,0.0
Ned Kelly,1,11.4,11.4,56137,0.0
Sweet Home Madrid,2,12.7,25.4,MK1L3LWN,0.0
Combo Para Ti,1,15.3,15.3,ANTKLNGU,0.0
Combo Duo (Para 2),1,26.8,26.8,709F5,0.0
Zima Blue,2,12.2,24.4,MGSNXZZW,0.0
Salsa Zima Blue,1,1.5,1.5,MGSNXZZW,0.0
Patatas fritas Pequeñas,1,2.5,2.5,MGSNXZZW,0.0
Alitas De Pollo Fritas (7 Uds.),1,7.2,7.2,ABEA3,0.0
Patatas Fritas,1,2.5,2.5,ABEA3,0.0
Boniato Frito,1,3.5,3.5,ABEA3,0.0
Burger La Caprichosa,2,10.9,21.8,ABEA3,0.0
Chicken Tenders (7 Uds.),1,7.2,7.2,ABEA3,0.0
Burger La Caprichosa,2,11.9,23.8,2FDC5,0.0
Kahuna Burger,1,8.1,8.1,93C4E,0.0
Alitas,1,7.2,7.2,93C4E,0.0
Chicken Tenders,1,7.6,7.6,93C4E,0.0
Zima Blue,1,11.7,11.7,93C4E,0.0
Patatas fritas Grandes,1,4.5,4.5,93C4E,0.0
Kahuna Burger,1,8.5,8.5,E9B9E,0.0
Oklahoma Umbrella,1,7.5,7.5,E9B9E,0.0
Slim Combo (Para 1),2,11.9,23.8,E9B9E,0.0
Sweet Home Madrid,2,12.7,25.4,MP7USWJV,0.0
La Habanera,1,16.5,16.5,BEZCEHC1,0.0
Tequeños,1,6.4,6.4,1AE55,0.0
Monchi Meal (Para 2),1,23.8,23.8,1AE55,0.0
Slim Combo (para 1),2,11.9,23.8,EC8FE,0.0
Alitas,1,7.2,7.2,EC8FE,0.0
Boniato Frito,1,3.9,3.9,5C8FB,0.0
Patatas Fritas,1,2.9,2.9,5C8FB,0.0
Burger La Caprichosa,2,11.9,23.8,5C8FB,0.0
Charles Wells,1,8.7,8.7,1BBCD,0.0
Boniato frito pequeño,1,3.5,3.5,1BBCD,0.0
Patatas fritas Pequeñas,1,2.5,2.5,1BBCD,0.0
Patatas fritas Grandes,1,4.5,4.5,MDV1A7RB,0.0
Sweet Home Madrid,2,12.7,25.4,MDV1A7RB,0.0
Pack 18 tequeños,1,26.7,26.7,BQRYRQHP,0.0
Patatas Fritas,1,2.9,2.9,988A9,0.0
Burger La Caprichosa,2,11.9,23.8,988A9,0.0
Kalifornia,1,13.5,13.5,5CE8D,0.0
Patatas fritas Pequeñas,1,2.5,2.5,5CE8D,0.0
Ned Kelly,1,10.9,10.9,5CE8D,0.0
Patatas fritas Grandes,1,4.5,4.5,5CE8D,0.0
Slim Combo (para 1),1,11.9,11.9,7E27D,0.0
Alitas,1,7.2,7.2,4BB62,0.0
Zima Blue,2,12.2,24.4,4BB62,0.0
Zima Blue,2,12.2,24.4,MUZA11ZX,0.0
Sweet Home Madrid,2,12.7,25.4,MGHDSTL4,0.0
Salsa Spicy,1,1.5,1.5,MGHDSTL4,0.0
Patatas fritas Pequeñas,1,2.5,2.5,MGHDSTL4,0.0
Hamburguesa La Caprichosa,2,12.9,25.8,32DFD,0.0
Sweet Home Madrid,2,12.7,25.4,MWR1SKZU,0.0
Patatas fritas Grandes,1,4.5,4.5,MQ1KMV61,0.0
Tequeños,1,6.4,6.4,MQ1KMV61,0.0
El Honesto Mike,1,12.7,12.7,MQ1KMV61,0.0
Tequeños,1,9.9,9.9,B4YRNRZ5,0.0
Rabiosa,1,14.2,14.2,B4YRNRZ5,0.0
Hamburguesa Perla Negra,1,14.3,14.3,B4YRNRZ5,0.0
Arepa la rumbera remix,1,7.7,7.7,BWYX31HX,0.0
Hamburguesa Perla Negra,1,14.3,14.3,BWYX31HX,0.0
Combo Para Ti,1,15.3,15.3,ANHT9F1S,0.0
Arepa Reina Pepiada,2,6.5,13.0,BHP9FVL1,0.0
Tequeños (4 Uds.),1,6.9,6.9,BHP9FVL1,0.0
Hamburguesa La Uno,1,14.6,14.6,BWNVHSLP,0.0
Hamburguesa La Inglesa,1,12.3,12.3,BWNVHSLP,0.0
El Pelirojo Jimmy,1,10.7,10.7,46276,0.0
Patatas fritas Pequeñas,1,2.5,2.5,46276,0.0
Ned Kelly,1,10.9,10.9,46276,0.0
Patatas fritas Grandes,1,4.5,4.5,BRMDMJ7B,0.0
Charles Wells,1,8.3,8.3,BRMDMJ7B,0.0
Sweet Home Madrid,1,12.7,12.7,DE47A,0.0
Kahuna Burger,1,8.5,8.5,DE47A,0.0
Kalifornia,1,13.5,13.5,DE47A,0.0
Patatas fritas Grandes,1,4.5,4.5,DE47A,0.0
Hamburguesa La Dos,1,15.7,15.7,BL7KL9JL,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BUEUQFT1,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,BUEUQFT1,0.0
Kahuna Burger,2,8.1,16.2,BUEUQFT1,0.0
El Honesto Mike,1,12.7,12.7,MFCNAMFD,0.0
Patatas fritas Grandes,1,4.5,4.5,MFCNAMFD,0.0
Hamburguesa La Caprichosa,2,12.9,25.8,03AD0,0.0
Arepa la rumbera remix,1,7.7,7.7,03AD0,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BF8BE,0.0
Sweet Home Alicante,1,12.3,12.3,BF8BE,0.0
Alitas,1,7.2,7.2,BF8BE,0.0
Kahuna Burger,2,8.5,17.0,M3FPFN1P,0.0
Kahuna Burger,1,8.1,8.1,B8EGZ1FY,0.0
Cheese Cake de Oreo,1,4.5,4.5,B8EGZ1FY,0.0
New York,1,4.9,4.9,753348361,0.0
Tequeños,1,6.4,6.4,753348361,0.0
Patatas fritas S,1,2.5,2.5,753348361,0.0
Kalifornia,1,12.5,12.5,753348361,0.0
Sweet Home Alicante,1,12.3,12.3,753348361,0.0
Ned Kelly,2,10.9,21.8,C70C1,0.0
Patatas fritas Pequeñas,3,2.5,7.5,C70C1,0.0
El Pelirojo Jimmy,1,10.7,10.7,C70C1,0.0
Sweet Home Sanvi,1,12.3,12.3,753356474,0.0
El honesto Mike,1,12.3,12.3,753356474,0.0
El Pelirojo Jimmy,1,10.7,10.7,753281516,0.0
Boniato frito pequeño,1,3.5,3.5,753281516,0.0
La Habanera,1,15.5,15.5,753207636,0.0
Nachos anaya,1,11.3,11.3,753207636,0.0
Patatas fritas Grandes,2,4.5,9.0,793D9,0.0
Charles Wells,1,8.3,8.3,793D9,0.0
Burger La Caprichosa,2,10.9,21.8,898D8,0.0
Patatas Fritas,1,2.5,2.5,898D8,0.0
Alitas De Pollo Fritas (7 Uds.),1,7.2,7.2,898D8,0.0
Tequeños (4 Uds.),1,5.9,5.9,898D8,0.0
La Muérgana,1,13.4,13.4,753356958,0.0
Ración de patatas,1,1.5,1.5,753356958,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,753357837,0.0
Salsa X,1,1.5,1.5,BGQXZTBB,0.0
Sweet Home Benidorm,1,12.3,12.3,BGQXZTBB,0.0
Patatas fritas Grandes,1,4.5,4.5,BGQXZTBB,0.0
Ned Kelly,1,10.9,10.9,BGQXZTBB,0.0
Arepa Reina Pepiada,1,6.5,6.5,B51R75TK,0.0
Patatas fritas S,1,2.5,2.5,753335970,0.0
Charles Wells,2,8.3,8.3,753335970,0.0
Patatas fritas Grandes,1,4.5,4.5,316B4,0.0
Kahuna Burger,2,8.1,16.2,316B4,0.0
Tequeños,1,6.4,6.4,316B4,0.0
Hamburguesa La Caprichosa,2,12.9,25.8,CBC93,0.0
RABIOSA,1,14.2,14.2,AEHXZ5UW,0.0
Tequeños,1,9.9,9.9,AEHXZ5UW,0.0
Kalifornia,1,13.5,13.5,135887477,0.0
Tequeños,1,6.4,6.4,135887477,0.0
Slim Combo (para 1),2,11.9,23.8,F983E,0.0
Kahuna Burger,1,8.1,8.1,82202,0.0
Charles Wells,1,8.3,8.3,82202,0.0
Patatas fritas S,1,2.5,2.5,753365543,0.0
Kalifornia,1,12.5,12.5,753365543,0.0
Patatas fritas S,1,2.5,2.5,753366366,0.0
Sweet Home Alicante,1,12.3,12.3,753366366,0.0
Nestea Té Negro Limón lata 330ml.,1,1.9,1.9,BTG1LQHB,0.0
Rabiosa,3,14.2,42.6,BTG1LQHB,0.0
Kalifornia,1,13.5,13.5,DCD4B,0.0
Kahuna Burger,1,8.1,8.1,DCD4B,0.0
Tequeños,1,6.4,6.4,DCD4B,0.0
Kahuna Burger,1,8.5,8.5,2A78B,0.0
Tequeños,1,6.4,6.4,2A78B,0.0
Patatas fritas Grandes,1,4.5,4.5,2A78B,0.0
Zima Blue,1,12.2,12.2,2A78B,0.0
Combo Para Compartir,1,30.6,30.6,AX7ZXK28,0.0
Alitas De Pollo Fritas (7 Uds.),1,7.2,7.2,AX7ZXK28,0.0
RABIOSA,1,14.2,14.2,AQVXLYSE,0.0
Nachos Anaya,1,12.2,12.2,A2C55,0.0
Combo Duo (Para 2),1,26.8,26.8,A2C55,0.0
La catira,1,8.0,8.0,A2C55,0.0
Patatas fritas Grandes,1,4.5,4.5,1055C,0.0
Tequeños,1,6.4,6.4,1055C,0.0
Sweet Home Sanvi,1,12.3,12.3,1055C,0.0
Charles Wells,1,8.3,8.3,71509,0.0
Ned Kelly,1,10.9,10.9,71509,0.0
Patatas fritas Grandes,1,4.5,4.5,71509,0.0
Kahuna Burger,1,8.1,8.1,BWECHVAM,0.0
Patatas fritas Grandes,2,4.5,9.0,D6578,0.0
Sweet Home Alicante,2,12.3,24.6,D6578,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,BKLFJLUB,0.0
Sweet Home Alicante,1,12.3,12.3,E25D7,0.0
Boniato frito pequeño,1,3.5,3.5,E25D7,0.0
Patatas fritas Grandes,1,4.5,4.5,DD5AE,0.0
Sweet Home Sanvi,1,12.3,12.3,DD5AE,0.0
Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,DD5AE,0.0
Crew Combo (Para 4),1,47.6,47.6,753371131,0.0
Sweet Home Madrid,1,12.7,12.7,ML7FJML1,0.0
Patatas fritas Pequeñas,1,2.5,2.5,ML7FJML1,0.0
Boniato frito pequeño,1,3.5,3.5,MYGVDB72,0.0
Oklahoma Umbrella,1,7.5,7.5,MYGVDB72,0.0
Hamburguesa La Caprichosa,2,12.9,25.8,F0C79,0.0
El Pelirojo Jimmy,1,10.7,10.7,CF976,0.0
Slim Combo (Para 1),1,11.9,11.9,CF976,0.0
Patatas fritas Grandes,1,4.5,4.5,86B77,0.0
Oklahoma Umbrella,1,7.5,7.5,86B77,0.0
Hamburguesa La Uno,1,14.6,14.6,5EA71,0.0
Crew Combo (Para 4),1,47.6,47.6,CC128,0.0
Sweet Home Madrid,1,12.7,12.7,74346,0.0
Kalifornia,1,13.5,13.5,74346,0.0
Boniato frito grande,1,6.9,6.9,74346,0.0
Hamburguesa La Muergana,1,14.5,14.5,AF3C4,0.0
Hamburguesa La Uno,2,14.6,29.2,AF3C4,0.0
Boniato Frito,1,3.9,3.9,A35AB,0.0
Burger La Riki,1,11.9,11.9,A35AB,0.0
Patatas Fritas,1,2.9,2.9,A35AB,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,A35AB,0.0
Combo Para Ti,1,15.3,15.3,A7RLLZYU,0.0
Hamburguesa La Caprichosa,4,12.9,51.6,23EDA,0.0
Sweet Home Sanvi,2,12.3,24.6,A8422,0.0
Kahuna Burger,1,8.1,8.1,A8422,0.0
Patatas fritas L,1,4.5,4.5,753379648,0.0
Zima Blue,1,11.7,11.7,753379648,0.0
Slim Combo (Para 1),1,11.9,11.9,MZLJGLSG,0.0
Kahuna Burger,1,8.1,8.1,753341269,0.0
Cheesecake de Oreo,1,4.5,4.5,753341269,0.0
Charles Wells,1,8.3,8.3,753341269,0.0
Patatas fritas L,1,4.5,4.5,753341269,0.0
Chicken tenders,1,7.7,7.7,6CB59,0.0
Patatas bacon cheddar,1,7.7,7.7,6CB59,0.0
Hamburguesa La Uno,1,14.6,14.6,6CB59,0.0
Patatas fritas Grandes,1,4.5,4.5,91F82,0.0
Sweet Home Alicante,1,12.3,12.3,91F82,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,753341666,0.0
Patatas fritas Pequeñas,1,2.5,2.5,D713C,0.0
Kahuna Burger,1,8.1,8.1,D713C,0.0
Perla Negra,1,14.3,14.3,AJPTA1LD,0.0
Tequeños,1,9.9,9.9,AJPTA1LD,0.0
Kalifornia,1,13.5,13.5,5ECDB,0.0
Sprite lata 330ml.,1,1.9,1.9,5ECDB,0.0
Zima Blue,1,12.2,12.2,5ECDB,0.0
Patatas fritas Pequeñas,1,2.5,2.5,D121E,0.0
Zima Blue,1,11.7,11.7,D121E,0.0
Cheesecake de Oreo,1,4.5,4.5,D121E,0.0
Charles Wells,1,8.3,8.3,D121E,0.0
Sweet Home Sanvi,2,12.3,12.3,753380849,0.0
Patatas fritas L,1,4.5,4.5,753380849,0.0
Charles Wells,2,8.3,16.6,9BD70,0.0
Patatas fritas Grandes,1,4.5,4.5,9BD70,0.0
Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,9BD70,0.0
Salsa Mayo Pepper,1,1.5,1.5,9BD70,0.0
Slim Combo (para 1),1,11.9,11.9,D08A9,0.0
Patatas Fritas bacon,1,7.7,7.7,AV2YCXGJ,0.0
La Muergana,1,14.5,14.5,AV2YCXGJ,0.0
Alitas Kentucky  (5Und),1,9.5,9.5,AV2YCXGJ,0.0
Zima Blue,1,11.7,11.7,753382722,0.0
Charles Wells,3,8.3,24.9,51B1F,0.0
Patatas fritas Grandes,1,4.5,4.5,51B1F,0.0
Zima Blue,1,11.7,11.7,753382814,0.0
Sweet Home Sanvi,1,12.3,12.3,753380972,0.0
Patatas fritas L,1,4.5,4.5,753380972,0.0
Kalifornia,1,12.5,12.5,753380972,0.0
Nachos anaya,1,11.3,11.3,753382436,0.0
La Uno,1,13.6,13.6,753382436,0.0
Sweet Home Sanvi,1,12.3,12.3,DF3EB,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BT9YQHSQ,0.0
El Pelirojo Jimmy,1,10.7,10.7,BT9YQHSQ,0.0
Kahuna Burger,1,8.1,8.1,BT9YQHSQ,0.0
Slim Combo (para 1),1,11.9,11.9,F55AF,0.0
Boniato frito pequeño,1,3.5,3.5,F55AF,0.0
Tequeños,1,6.4,6.4,22342,0.0
Patatas fritas Grandes,1,4.5,4.5,22342,0.0
Kahuna Burger,1,8.1,8.1,22342,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,22342,0.0
LA UNO,1,14.6,14.6,A9MN1DQ3,0.0
El Zar,1,14.9,14.9,A9MN1DQ3,0.0
Tequeños,1,9.9,9.9,A9MN1DQ3,0.0
Patatas fritas L,2,4.5,9.0,753385485,0.0
Coca-cola,2,1.9,3.8,753385485,0.0
Los provocativos,1,9.5,9.5,753385320,0.0
La Muérgana,1,13.4,13.4,753385320,0.0
Perla Negra,1,13.9,13.9,753385320,0.0
Burger La Caprichosa,2,10.9,21.8,AED1A,0.0
Sweet Home Alicante,2,12.3,24.6,753386119,0.0
El Pelirojo Jimmy,1,10.7,10.7,35893,0.0
Sweet Home Sanvi,1,12.3,12.3,35893,0.0
Slim Combo (Para 1),1,11.9,11.9,M1GWPNRZ,0.0
Charles Wells,1,8.7,8.7,MKPNGWYC,0.0
Patatas fritas Pequeñas,1,2.5,2.5,MKPNGWYC,0.0
Charles Wells,1,8.3,8.3,212F3,0.0
Coca-Cola Sabor Original lata 330ml.,2,1.9,3.8,212F3,0.0
Patatas fritas Pequeñas,1,2.5,2.5,212F3,0.0
El Pelirojo Jimmy,1,10.7,10.7,212F3,0.0
Patatas fritas Pequeñas,1,2.5,2.5,M8RCFJGE,0.0
Sweet Home Madrid,2,12.7,25.4,M8RCFJGE,0.0
Tequeños,1,6.4,6.4,M8RCFJGE,0.0
Kahuna Burger,1,8.1,8.1,B084B,0.0
Tequeños,1,6.4,6.4,B084B,0.0
Alitas,1,7.2,7.2,845A6,0.0
Zima Blue,1,11.7,11.7,845A6,0.0
Cheesecake de Oreo,1,4.5,4.5,845A6,0.0
Patatas fritas Pequeñas,1,2.5,2.5,845A6,0.0
Kahuna Burger,1,8.1,8.1,62BAB,0.0
Patatas fritas Grandes,1,4.5,4.5,62BAB,0.0
Sweet Home Madrid,1,12.7,12.7,MVLQRAAL,0.0
Boniato frito grande,1,6.9,6.9,MVLQRAAL,0.0
Slim Combo (Para 1),1,11.9,11.9,MVLQRAAL,0.0
Burger La Caprichosa,2,10.9,21.8,7929D,0.0
Slim Combo (para 1),1,11.9,11.9,FA1F3,0.0
Patatas fritas Grandes,1,4.5,4.5,MA4G64AX,0.0
Ned Kelly,1,11.4,11.4,MA4G64AX,0.0
Sweet Home Madrid,1,12.7,12.7,MA4G64AX,0.0
Patatas fritas L,1,4.5,4.5,753385199,0.0
Zima Blue,1,11.7,11.7,753385199,0.0
Sweet Home Sanvi,1,12.3,12.3,753385199,0.0
Boniato frito pequeño,1,3.5,3.5,BCE99,0.0
Sweet Home Alicante,1,12.3,12.3,BCE99,0.0
Tequeños,1,6.4,6.4,BCE99,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BCE99,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,BCE99,0.0
Zima Blue,1,11.7,11.7,BCE99,0.0
Caprichosa,2,12.9,25.8,A4SLFVDT,0.0
Tequeños,1,6.4,6.4,77232,0.0
Salsa X,1,1.5,1.5,77232,0.0
Sweet Home Sanvi,1,12.3,12.3,77232,0.0
Boniato frito pequeño,1,3.5,3.5,77232,0.0
Zima Blue,1,11.7,11.7,77232,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,753372112,0.0
Kahuna Burger,1,8.1,8.1,EAF15,0.0
Patatas fritas Grandes,1,4.5,4.5,EAF15,0.0
Zima Blue,1,11.7,11.7,EAF15,0.0
Patatas fritas Grandes,1,4.5,4.5,50E1B,0.0
Charles Wells,1,8.3,8.3,50E1B,0.0
El Honesto Mike,1,12.3,12.3,4EEB7,0.0
Zima Blue,1,11.7,11.7,4EEB7,0.0
Patatas fritas Grandes,2,4.5,9.0,4EEB7,0.0
Charles Wells,1,8.3,8.3,6C112,0.0
Zima Blue,1,11.7,11.7,6C112,0.0
Patatas fritas Grandes,2,4.5,9.0,6C112,0.0
Kahuna Burger,2,8.1,16.2,6C112,0.0
Sweet Home Alicante,1,12.3,12.3,753387448,0.0
Ned Kelly,1,10.9,10.9,753387448,0.0
Patatas fritas L,2,4.5,9.0,753387448,0.0
Charles Wells,1,8.3,8.3,38514,0.0
Oklahoma Umbrella,1,7.5,7.5,38514,0.0
Patatas fritas Pequeñas,1,2.5,2.5,38514,0.0
Kalifornia,1,13.5,13.5,BE941,0.0
Patatas fritas Grandes,1,4.5,4.5,BE941,0.0
Cheesecake de Oreo,1,4.5,4.5,BE941,0.0
Sweet Home Sanvi,1,12.3,12.3,BE941,0.0
Monchi Meal (Para 2),1,23.8,23.8,42487,0.0
El Honesto Mike,1,12.3,12.3,71EF1,0.0
Boniato frito pequeño,1,3.5,3.5,71EF1,0.0
Patatas fritas Pequeñas,1,2.5,2.5,71EF1,0.0
El Pelirojo Jimmy,1,10.7,10.7,71EF1,0.0
Patatas fritas Grandes,1,4.5,4.5,7ADF4,0.0
Sweet Home Alicante,1,12.3,12.3,7ADF4,0.0
El Pelirojo Jimmy,1,10.7,10.7,7ADF4,0.0
Patatas fritas Pequeñas,4,2.5,10.0,5BE84,0.0
Patatas fritas Grandes,3,4.5,13.5,5BE84,0.0
Kahuna Burger,2,8.1,16.2,5BE84,0.0
Kalifornia,1,13.5,13.5,5BE84,0.0
Sweet Home Sanvi,2,12.3,24.6,5BE84,0.0
Ned Kelly,3,10.9,32.7,5BE84,0.0
Charles Wells,5,8.3,41.5,5BE84,0.0
Oklahoma Umbrella,1,7.5,7.5,EE2BE,0.0
Boniato frito pequeño,1,3.5,3.5,EE2BE,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,EE2BE,0.0
Patatas fritas Grandes,1,4.5,4.5,EE2BE,0.0
Charles Wells,1,8.7,8.7,EE2BE,0.0
Tequeños,1,6.4,6.4,135907598,0.0
Charles Wells,1,8.7,8.7,135907598,0.0
Charles Wells,2,8.7,17.4,1D387,0.0
Salsa BBQ-Bourbon,1,1.5,1.5,02662,0.0
El Pelirojo Jimmy,1,10.7,10.7,02662,0.0
Monchi Meal (Para 2),1,23.8,23.8,02662,0.0
Salsa Sweet-Umbrella,1,1.5,1.5,02662,0.0
Tequeños,1,6.4,6.4,02662,0.0
Sweet Home Alicante,1,12.3,12.3,4CE1E,0.0
Patatas fritas Grandes,2,4.5,9.0,4CE1E,0.0
Ned Kelly,1,10.9,10.9,4CE1E,0.0
Kahuna Burger,2,8.1,16.2,4CE1E,0.0
Charles Wells,1,8.3,8.3,784F5,0.0
