createdtime,createdtimeutc,location,orderid,channel,payment,paymentamount,subtotal,vat,productnames,itemprice,itemquantities,discounttotal
2023-02-03 21:55:01+0100,2023-02-03 20:55:01,Alicante - Periodista Rodolfo Salazar,581,Glovo,CARD,30.7,30.7,0.0,Perla Negra,1330,1,0.0
2023-02-03 21:55:01+0100,2023-02-03 20:55:01,Alicante - Periodista Rodolfo Salazar,581,Glovo,CARD,30.7,30.7,0.0,Cocacola zero bote,190,2,0.0
2023-02-03 21:51:24+0100,2023-02-03 20:51:24,Alicante - Periodista Rodolfo Salazar,097,Glovo,CARD,50.7,50.7,0.0,El Zar,1390,1,0.0
2023-02-03 21:51:24+0100,2023-02-03 20:51:24,Alicante - Periodista Rodolfo Salazar,097,Glovo,CARD,50.7,50.7,0.0,Una más de ternera gallega,250,1,0.0
2023-02-03 21:51:24+0100,2023-02-03 20:51:24,Alicante - Periodista Rodolfo Salazar,097,Glovo,CARD,50.7,50.7,0.0,Inglesa,1130,1,0.0
2023-02-03 21:51:24+0100,2023-02-03 20:51:24,Alicante - Periodista Rodolfo Salazar,097,Glovo,CARD,50.7,50.7,0.0,Cheesebacon,1150,2,0.0
2023-02-03 21:40:45+0100,2023-02-03 20:40:45,Alicante - Periodista Rodolfo Salazar,333,Glovo,CARD,22.2,22.2,0.0,Beety Miranda,1170,1,0.0
2023-02-03 21:40:45+0100,2023-02-03 20:40:45,Alicante - Periodista Rodolfo Salazar,333,Glovo,CARD,22.2,22.2,0.0,Custom Burger,850,1,0.0
2023-02-03 21:40:45+0100,2023-02-03 20:40:45,Alicante - Periodista Rodolfo Salazar,333,Glovo,CARD,22.2,22.2,0.0,Queso Cheddar,100,1,0.0
2023-02-03 21:40:45+0100,2023-02-03 20:40:45,Alicante - Periodista Rodolfo Salazar,333,Glovo,CARD,22.2,22.2,0.0,Tomate,50,1,0.0
2023-02-03 21:40:45+0100,2023-02-03 20:40:45,Alicante - Periodista Rodolfo Salazar,333,Glovo,CARD,22.2,22.2,0.0,Lechuga,50,1,0.0
2023-02-03 21:30:13+0100,2023-02-03 20:30:13,Alicante - Bazan,34560,Uber Eats,ONLINE,15.0,15.0,1.37,La Muergana,1350,1,0.0
2023-02-03 21:30:13+0100,2023-02-03 20:30:13,Alicante - Bazan,34560,Uber Eats,ONLINE,15.0,15.0,1.37,Mixto de patatas y boniato,150,1,0.0
2023-02-03 21:37:38+0100,2023-02-03 20:37:38,Alicante - Periodista Rodolfo Salazar,601,Glovo,CARD,19.7,19.7,0.0,Patatas Fritas bacon,720,1,0.0
2023-02-03 21:37:38+0100,2023-02-03 20:37:38,Alicante - Periodista Rodolfo Salazar,601,Glovo,CARD,19.7,19.7,0.0,Cheesebacon,1150,1,0.0
2023-02-03 21:37:38+0100,2023-02-03 20:37:38,Alicante - Periodista Rodolfo Salazar,601,Glovo,CARD,19.7,19.7,0.0,Queso Cheddar,100,1,0.0
2023-02-03 21:28:12+0100,2023-02-03 20:28:12,Alicante - Bazan,005E2,Uber Eats,ONLINE,32.9,32.9,3.0,PACK 12 TEQUEÑOS,1780,1,0.0
2023-02-03 21:28:12+0100,2023-02-03 20:28:12,Alicante - Bazan,005E2,Uber Eats,ONLINE,32.9,32.9,3.0,LA UNO,1360,1,0.0
2023-02-03 21:28:12+0100,2023-02-03 20:28:12,Alicante - Bazan,005E2,Uber Eats,ONLINE,32.9,32.9,3.0,Boniato frito,150,1,0.0
2023-02-03 21:29:06+0100,2023-02-03 20:29:06,Alicante - Bazan,A18XRPWP,Glovo,CARD,13.6,13.6,0.0,LA UNO,1360,1,0.0
2023-02-03 21:14:30+0100,2023-02-03 20:14:30,Alicante - Bazan,F1415,Uber Eats,ONLINE,35.0,35.0,3.18,Caprichosa,1190,1,0.0
2023-02-03 21:14:30+0100,2023-02-03 20:14:30,Alicante - Bazan,F1415,Uber Eats,ONLINE,35.0,35.0,3.18,Tequemix,890,1,0.0
2023-02-03 21:14:30+0100,2023-02-03 20:14:30,Alicante - Bazan,F1415,Uber Eats,ONLINE,35.0,35.0,3.18,Tequenutellla PL,290,1,0.0
2023-02-03 21:14:30+0100,2023-02-03 20:14:30,Alicante - Bazan,F1415,Uber Eats,ONLINE,35.0,35.0,3.18,Inglesa,1130,1,0.0
2023-02-03 21:13:23+0100,2023-02-03 20:13:23,Alicante - Bazan,295F7,Uber Eats,ONLINE,27.9,27.9,2.53,Trío Criollo,1120,1,0.0
2023-02-03 21:13:23+0100,2023-02-03 20:13:23,Alicante - Bazan,295F7,Uber Eats,ONLINE,27.9,27.9,2.53,Arepa Reina Pepiada,750,1,0.0
2023-02-03 21:13:23+0100,2023-02-03 20:13:23,Alicante - Bazan,295F7,Uber Eats,ONLINE,27.9,27.9,2.53,Mixto de patatas y boniato guarnición,200,1,0.0
2023-02-03 21:13:23+0100,2023-02-03 20:13:23,Alicante - Bazan,295F7,Uber Eats,ONLINE,27.9,27.9,2.53,Chicken Tenders,720,1,0.0
2023-02-03 21:23:09+0100,2023-02-03 20:23:09,Alicante - Periodista Rodolfo Salazar,457,Glovo,CARD,28.2,28.2,0.0,Habanera,1490,1,0.0
2023-02-03 21:23:09+0100,2023-02-03 20:23:09,Alicante - Periodista Rodolfo Salazar,457,Glovo,CARD,28.2,28.2,0.0,Perla Negra,1330,1,0.0
2023-02-03 21:13:16+0100,2023-02-03 20:13:16,Alicante - Periodista Rodolfo Salazar,123,Glovo,CARD,29.0,29.0,0.0,LA UNO,1360,1,0.0
2023-02-03 21:13:16+0100,2023-02-03 20:13:16,Alicante - Periodista Rodolfo Salazar,123,Glovo,CARD,29.0,29.0,0.0,Mixto de patatas y boniato,150,1,0.0
2023-02-03 21:13:16+0100,2023-02-03 20:13:16,Alicante - Periodista Rodolfo Salazar,123,Glovo,CARD,29.0,29.0,0.0,Extra Carne Madurada (dry-aged),350,1,0.0
2023-02-03 21:13:16+0100,2023-02-03 20:13:16,Alicante - Periodista Rodolfo Salazar,123,Glovo,CARD,29.0,29.0,0.0,Queso Caribeño,150,1,0.0
2023-02-03 21:13:16+0100,2023-02-03 20:13:16,Alicante - Periodista Rodolfo Salazar,123,Glovo,CARD,29.0,29.0,0.0,Tequemix,890,1,0.0
2023-02-03 21:09:47+0100,2023-02-03 20:09:47,Alicante - Periodista Rodolfo Salazar,101,Glovo,CARD,21.2,21.2,0.0,La Muergana,1350,1,0.0
2023-02-03 21:09:47+0100,2023-02-03 20:09:47,Alicante - Periodista Rodolfo Salazar,101,Glovo,CARD,21.2,21.2,0.0,Tomate,50,1,0.0
2023-02-03 21:09:47+0100,2023-02-03 20:09:47,Alicante - Periodista Rodolfo Salazar,101,Glovo,CARD,21.2,21.2,0.0,Chicken Tenders,720,1,0.0
2023-02-03 21:16:52+0100,2023-02-03 20:16:52,Alicante - Bazan,AGFZQVRS,Glovo,CARD,13.9,13.9,0.0,El Zar,1390,1,0.0
2023-02-03 21:09:09+0100,2023-02-03 20:09:09,Alicante - Bazan,AMN67SR8,Glovo,CARD,27.2,27.2,0.0,LA UNO,1360,2,0.0
2023-02-03 20:55:02+0100,2023-02-03 19:55:02,Alicante - Bazan,AE8AC,Uber Eats,ONLINE,32.9,32.9,2.99,Tequenutellla PL,290,1,0.0
2023-02-03 20:55:02+0100,2023-02-03 19:55:02,Alicante - Bazan,AE8AC,Uber Eats,ONLINE,32.9,32.9,2.99,Cocacola zero bote,190,1,0.0
2023-02-03 20:55:02+0100,2023-02-03 19:55:02,Alicante - Bazan,AE8AC,Uber Eats,ONLINE,32.9,32.9,2.99,LA UNO,1360,1,0.0
2023-02-03 20:55:02+0100,2023-02-03 19:55:02,Alicante - Bazan,AE8AC,Uber Eats,ONLINE,32.9,32.9,2.99,Custom Burger,850,1,0.0
2023-02-03 20:55:02+0100,2023-02-03 19:55:02,Alicante - Bazan,AE8AC,Uber Eats,ONLINE,32.9,32.9,2.99,Madurada HECHA en lugar de carne normal,150,1,0.0
2023-02-03 20:55:02+0100,2023-02-03 19:55:02,Alicante - Bazan,AE8AC,Uber Eats,ONLINE,32.9,32.9,2.99,Boniato frito,150,1,0.0
2023-02-03 20:55:02+0100,2023-02-03 19:55:02,Alicante - Bazan,AE8AC,Uber Eats,ONLINE,32.9,32.9,2.99,Queso Cheddar,100,1,0.0
2023-02-03 20:55:02+0100,2023-02-03 19:55:02,Alicante - Bazan,AE8AC,Uber Eats,ONLINE,32.9,32.9,2.99,Cebolla Caramelizada,100,1,0.0
2023-02-03 20:55:02+0100,2023-02-03 19:55:02,Alicante - Bazan,AE8AC,Uber Eats,ONLINE,32.9,32.9,2.99,Salsa Tepuy (dentro burger),100,1,0.0
2023-02-03 21:09:26+0100,2023-02-03 20:09:26,Alicante - Periodista Rodolfo Salazar,968,Glovo,CARD,27.4,27.4,0.0,La Muergana,1350,1,0.0
2023-02-03 21:09:26+0100,2023-02-03 20:09:26,Alicante - Periodista Rodolfo Salazar,968,Glovo,CARD,27.4,27.4,0.0,Avocaitor,1390,1,0.0
2023-02-03 20:55:07+0100,2023-02-03 19:55:07,Alicante - Periodista Rodolfo Salazar,F3184,Uber Eats,ONLINE,24.3,24.3,2.21,Custom Burger,850,1,0.0
2023-02-03 20:55:07+0100,2023-02-03 19:55:07,Alicante - Periodista Rodolfo Salazar,F3184,Uber Eats,ONLINE,24.3,24.3,2.21,Queso Cheddar,100,1,0.0
2023-02-03 20:55:07+0100,2023-02-03 19:55:07,Alicante - Periodista Rodolfo Salazar,F3184,Uber Eats,ONLINE,24.3,24.3,2.21,Perla Negra,1330,1,0.0
2023-02-03 20:55:07+0100,2023-02-03 19:55:07,Alicante - Periodista Rodolfo Salazar,F3184,Uber Eats,ONLINE,24.3,24.3,2.21,Boniato frito,150,1,0.0
2023-02-03 20:44:06+0100,2023-02-03 19:44:06,Alicante - Bazan,1F677,Uber Eats,ONLINE,35.6,35.6,3.24,Alitas de pollo,720,1,0.0
2023-02-03 20:44:06+0100,2023-02-03 19:44:06,Alicante - Bazan,1F677,Uber Eats,ONLINE,35.6,35.6,3.24,Perla Negra,1330,1,0.0
2023-02-03 20:44:06+0100,2023-02-03 19:44:06,Alicante - Bazan,1F677,Uber Eats,ONLINE,35.6,35.6,3.24,LA UNO,1360,1,0.0
2023-02-03 20:44:06+0100,2023-02-03 19:44:06,Alicante - Bazan,1F677,Uber Eats,ONLINE,35.6,35.6,3.24,Mixto de patatas y boniato,150,1,0.0
2023-02-03 20:42:41+0100,2023-02-03 19:42:41,Alicante - Bazan,AC49N1MQ,Glovo,CARD,14.6,14.6,0.0,LA UNO,1360,1,0.0
2023-02-03 20:42:41+0100,2023-02-03 19:42:41,Alicante - Bazan,AC49N1MQ,Glovo,CARD,14.6,14.6,0.0,Bacon,100,1,0.0
2023-02-03 20:34:12+0100,2023-02-03 19:34:12,Alicante - Periodista Rodolfo Salazar,505,Glovo,CARD,33.1,33.1,0.0,LA UNO,1360,1,0.0
2023-02-03 20:34:12+0100,2023-02-03 19:34:12,Alicante - Periodista Rodolfo Salazar,505,Glovo,CARD,33.1,33.1,0.0,Huevo Frito,100,1,0.0
2023-02-03 20:34:12+0100,2023-02-03 19:34:12,Alicante - Periodista Rodolfo Salazar,505,Glovo,CARD,33.1,33.1,0.0,Patatas Fritas bacon,720,1,0.0
2023-02-03 20:34:12+0100,2023-02-03 19:34:12,Alicante - Periodista Rodolfo Salazar,505,Glovo,CARD,33.1,33.1,0.0,Inglesa,1130,1,0.0
2023-02-03 20:26:59+0100,2023-02-03 19:26:59,Alicante - Bazan,AGZV188D,Glovo,CARD,30.4,30.4,0.0,La Muergana,1350,1,0.0
2023-02-03 20:26:59+0100,2023-02-03 19:26:59,Alicante - Bazan,AGZV188D,Glovo,CARD,30.4,30.4,0.0,Tequeños,890,1,0.0
2023-02-03 20:26:59+0100,2023-02-03 19:26:59,Alicante - Bazan,AGZV188D,Glovo,CARD,30.4,30.4,0.0,Patatas Rancheras,800,1,0.0
2023-02-03 20:27:14+0100,2023-02-03 19:27:14,Alicante - Periodista Rodolfo Salazar,480,Glovo,CARD,14.6,14.6,0.0,LA UNO,1360,1,0.0
2023-02-03 20:27:14+0100,2023-02-03 19:27:14,Alicante - Periodista Rodolfo Salazar,480,Glovo,CARD,14.6,14.6,0.0,Salsa Tepuy (Servidas aparte),100,1,0.0
2023-02-03 20:20:32+0100,2023-02-03 19:20:32,Alicante - Bazan,AV389TPA,Glovo,CARD,32.3,32.3,0.0,Caprichosa,1190,1,0.0
2023-02-03 20:20:32+0100,2023-02-03 19:20:32,Alicante - Bazan,AV389TPA,Glovo,CARD,32.3,32.3,0.0,Tequeños,890,1,0.0
2023-02-03 20:20:32+0100,2023-02-03 19:20:32,Alicante - Bazan,AV389TPA,Glovo,CARD,32.3,32.3,0.0,Cheesebacon,1150,1,0.0
2023-02-03 20:08:08+0100,2023-02-03 19:08:08,Alicante - Periodista Rodolfo Salazar,123309528,Just Eat,CARD,17.35,13.2,1.2,Beety Miranda,1170,1,0.0
2023-02-03 20:08:08+0100,2023-02-03 19:08:08,Alicante - Periodista Rodolfo Salazar,123309528,Just Eat,CARD,17.35,13.2,1.2,Boniato frito,150,1,0.0
2023-02-03 20:11:53+0100,2023-02-03 19:11:53,Alicante - Periodista Rodolfo Salazar,506,Glovo,CARD,18.7,18.7,0.0,Nachos Anaya,1120,1,0.0
2023-02-03 20:11:53+0100,2023-02-03 19:11:53,Alicante - Periodista Rodolfo Salazar,506,Glovo,CARD,18.7,18.7,0.0,Arepa Sifrina,750,1,0.0
2023-02-03 20:10:58+0100,2023-02-03 19:10:58,Alicante - Bazan,AE7AQASD,Glovo,CARD,11.9,11.9,0.0,Caprichosa,1190,1,0.0
2023-02-03 20:09:09+0100,2023-02-03 19:09:09,Alicante - Bazan,ADCGEJWZ,Glovo,CARD,24.3,24.3,0.0,Avocaitor,1390,1,0.0
2023-02-03 20:09:09+0100,2023-02-03 19:09:09,Alicante - Bazan,ADCGEJWZ,Glovo,CARD,24.3,24.3,0.0,Mixto de patatas y boniato,150,1,0.0
2023-02-03 20:09:09+0100,2023-02-03 19:09:09,Alicante - Bazan,ADCGEJWZ,Glovo,CARD,24.3,24.3,0.0,Tequeños,890,1,0.0
2023-02-03 14:22:04+0100,2023-02-03 13:22:04,Alicante - Bazan,AZDDLKWX,Glovo,CARD,34.5,34.5,0.0,Cheesebacon,1150,3,0.0
2023-02-03 14:14:41+0100,2023-02-03 13:14:41,Alicante - Periodista Rodolfo Salazar,562,Glovo,CARD,22.9,22.9,0.0,El Zar,1390,1,0.0
2023-02-03 14:14:41+0100,2023-02-03 13:14:41,Alicante - Periodista Rodolfo Salazar,562,Glovo,CARD,22.9,22.9,0.0,Boniato frito,150,1,0.0
2023-02-03 14:14:41+0100,2023-02-03 13:14:41,Alicante - Periodista Rodolfo Salazar,562,Glovo,CARD,22.9,22.9,0.0,Extra pollo crispy,250,1,0.0
2023-02-03 14:14:41+0100,2023-02-03 13:14:41,Alicante - Periodista Rodolfo Salazar,562,Glovo,CARD,22.9,22.9,0.0,Aguacate,200,1,0.0
2023-02-03 14:14:41+0100,2023-02-03 13:14:41,Alicante - Periodista Rodolfo Salazar,562,Glovo,CARD,22.9,22.9,0.0,Salsa Tepuy (Servidas aparte),100,3,0.0
2023-02-03 14:14:13+0100,2023-02-03 13:14:13,Alicante - Periodista Rodolfo Salazar,180,Glovo,CARD,13.1,13.1,0.0,Cocacola zero bote,190,1,0.0
2023-02-03 14:14:13+0100,2023-02-03 13:14:13,Alicante - Periodista Rodolfo Salazar,180,Glovo,CARD,13.1,13.1,0.0,Trío Criollo,1120,1,0.0
2023-02-03 13:47:28+0100,2023-02-03 12:47:28,Alicante - Bazan,AZKNGK32,Glovo,CARD,13.4,13.4,0.0,Cocacola bote,190,1,0.0
2023-02-03 13:47:28+0100,2023-02-03 12:47:28,Alicante - Bazan,AZKNGK32,Glovo,CARD,13.4,13.4,0.0,Cheesebacon,1150,1,0.0
2023-02-03 13:35:03+0100,2023-02-03 12:35:03,Alicante - Bazan,AUPW7RSL,Glovo,CARD,20.2,20.2,0.0,Arepa Rumbera Remix,750,1,0.0
2023-02-03 13:35:03+0100,2023-02-03 12:35:03,Alicante - Bazan,AUPW7RSL,Glovo,CARD,20.2,20.2,0.0,Patatas guarnición,150,1,0.0
2023-02-03 13:35:03+0100,2023-02-03 12:35:03,Alicante - Bazan,AUPW7RSL,Glovo,CARD,20.2,20.2,0.0,Trío Criollo,1120,1,0.0
2023-02-02 22:22:43+0100,2023-02-02 21:22:43,Alicante - Bazan,AMKH913B,Glovo,CARD,30.7,30.7,0.0,La Muergana,1350,1,0.0
2023-02-02 22:22:43+0100,2023-02-02 21:22:43,Alicante - Bazan,AMKH913B,Glovo,CARD,30.7,30.7,0.0,Ei-ou,1720,1,0.0
2023-02-02 21:52:11+0100,2023-02-02 20:52:11,Alicante - Periodista Rodolfo Salazar,387,Glovo,CARD,28.0,28.0,0.0,Andale,1260,1,0.0
2023-02-02 21:52:11+0100,2023-02-02 20:52:11,Alicante - Periodista Rodolfo Salazar,387,Glovo,CARD,28.0,28.0,0.0,Extra pollo crispy,250,1,0.0
2023-02-02 21:52:11+0100,2023-02-02 20:52:11,Alicante - Periodista Rodolfo Salazar,387,Glovo,CARD,28.0,28.0,0.0,Guacamole,200,1,0.0
2023-02-02 21:52:11+0100,2023-02-02 20:52:11,Alicante - Periodista Rodolfo Salazar,387,Glovo,CARD,28.0,28.0,0.0,Bacon,100,2,0.0
2023-02-02 21:52:11+0100,2023-02-02 20:52:11,Alicante - Periodista Rodolfo Salazar,387,Glovo,CARD,28.0,28.0,0.0,Tequeños,890,1,0.0
2023-02-02 21:14:12+0100,2023-02-02 20:14:12,Alicante - Bazan,AS2J69UG,Glovo,CARD,12.9,12.9,0.0,La Sabrosa,1290,1,0.0
2023-02-02 21:05:32+0100,2023-02-02 20:05:32,Alicante - Periodista Rodolfo Salazar,339,Glovo,CARD,29.4,29.4,0.0,Tequeños,890,1,0.0
2023-02-02 21:05:32+0100,2023-02-02 20:05:32,Alicante - Periodista Rodolfo Salazar,339,Glovo,CARD,29.4,29.4,0.0,Patatas Rancheras,800,1,0.0
2023-02-02 21:05:32+0100,2023-02-02 20:05:32,Alicante - Periodista Rodolfo Salazar,339,Glovo,CARD,29.4,29.4,0.0,Salsa Tepuy (Servidas aparte),100,1,0.0
2023-02-02 21:05:32+0100,2023-02-02 20:05:32,Alicante - Periodista Rodolfo Salazar,339,Glovo,CARD,29.4,29.4,0.0,Cheesebacon,1150,1,0.0
2023-02-02 21:03:44+0100,2023-02-02 20:03:44,Alicante - Periodista Rodolfo Salazar,207,Glovo,CARD,26.3,26.3,0.0,Cheesebacon,1150,1,0.0
2023-02-02 21:03:44+0100,2023-02-02 20:03:44,Alicante - Periodista Rodolfo Salazar,207,Glovo,CARD,26.3,26.3,0.0,Perla Negra,1330,1,0.0
2023-02-02 21:03:44+0100,2023-02-02 20:03:44,Alicante - Periodista Rodolfo Salazar,207,Glovo,CARD,26.3,26.3,0.0,Madurada PUNTO en lugar de carne normal,150,1,0.0
2023-02-02 20:46:26+0100,2023-02-02 19:46:26,Alicante - Bazan,C4E49,Uber Eats,ONLINE,16.4,16.4,1.49,Habanera,1490,1,0.0
2023-02-02 20:46:26+0100,2023-02-02 19:46:26,Alicante - Bazan,C4E49,Uber Eats,ONLINE,16.4,16.4,1.49,Boniato frito,150,1,0.0
2023-02-02 20:35:05+0100,2023-02-02 19:35:05,Alicante - Bazan,AP7ZWETU,Glovo,CARD,13.9,13.9,0.0,Avocaitor,1390,1,0.0
2023-02-02 20:30:41+0100,2023-02-02 19:30:41,Alicante - Bazan,AGBVSBP2,Glovo,CARD,10.5,10.5,0.0,Custom Burger,850,1,0.0
2023-02-02 20:30:41+0100,2023-02-02 19:30:41,Alicante - Bazan,AGBVSBP2,Glovo,CARD,10.5,10.5,0.0,Queso Cheddar,100,1,0.0
2023-02-02 20:30:41+0100,2023-02-02 19:30:41,Alicante - Bazan,AGBVSBP2,Glovo,CARD,10.5,10.5,0.0,Tomate,50,1,0.0
2023-02-02 20:30:41+0100,2023-02-02 19:30:41,Alicante - Bazan,AGBVSBP2,Glovo,CARD,10.5,10.5,0.0,Lechuga,50,1,0.0
2023-02-02 14:35:43+0100,2023-02-02 13:35:43,Alicante - Periodista Rodolfo Salazar,123241877,Just Eat,CARD,28.05,25.4,2.31,Caprichosa,1190,1,0.0
2023-02-02 14:35:43+0100,2023-02-02 13:35:43,Alicante - Periodista Rodolfo Salazar,123241877,Just Eat,CARD,28.05,25.4,2.31,La Muergana,1350,1,0.0
2023-02-02 14:09:20+0100,2023-02-02 13:09:20,Alicante - Periodista Rodolfo Salazar,564,Glovo,CARD,43.8,43.8,0.0,Capresa de Burrata,1390,1,0.0
2023-02-02 14:09:20+0100,2023-02-02 13:09:20,Alicante - Periodista Rodolfo Salazar,564,Glovo,CARD,43.8,43.8,0.0,Arepa Reina Pepiada,750,1,0.0
2023-02-02 14:09:20+0100,2023-02-02 13:09:20,Alicante - Periodista Rodolfo Salazar,564,Glovo,CARD,43.8,43.8,0.0,Mixto de patatas y boniato guarnición,200,1,0.0
2023-02-02 14:09:20+0100,2023-02-02 13:09:20,Alicante - Periodista Rodolfo Salazar,564,Glovo,CARD,43.8,43.8,0.0,Tequeños,890,1,0.0
2023-02-02 14:09:20+0100,2023-02-02 13:09:20,Alicante - Periodista Rodolfo Salazar,564,Glovo,CARD,43.8,43.8,0.0,Cheesebacon,1150,1,0.0
2023-02-02 13:55:35+0100,2023-02-02 12:55:35,Alicante - Periodista Rodolfo Salazar,B3E27,Uber Eats,ONLINE,38.1,38.1,3.47,Inglesa,1130,1,0.0
2023-02-02 13:55:35+0100,2023-02-02 12:55:35,Alicante - Periodista Rodolfo Salazar,B3E27,Uber Eats,ONLINE,38.1,38.1,3.47,Boniato frito,150,2,0.0
2023-02-02 13:55:35+0100,2023-02-02 12:55:35,Alicante - Periodista Rodolfo Salazar,B3E27,Uber Eats,ONLINE,38.1,38.1,3.47,Tequeños,890,1,0.0
2023-02-02 13:55:35+0100,2023-02-02 12:55:35,Alicante - Periodista Rodolfo Salazar,B3E27,Uber Eats,ONLINE,38.1,38.1,3.47,Habanera,1490,1,0.0
2023-02-02 13:41:47+0100,2023-02-02 12:41:47,Alicante - Periodista Rodolfo Salazar,253,Glovo,CARD,29.7,29.7,0.0,LA UNO,1360,2,0.0
2023-02-02 13:41:47+0100,2023-02-02 12:41:47,Alicante - Periodista Rodolfo Salazar,253,Glovo,CARD,29.7,29.7,0.0,Una más de ternera gallega,250,1,0.0
2023-02-01 22:07:18+0100,2023-02-01 21:07:18,Alicante - Bazan,AYQREV1Q,Glovo,CARD,26.3,26.3,0.0,Cocacola bote,190,1,0.0
2023-02-01 22:07:18+0100,2023-02-01 21:07:18,Alicante - Bazan,AYQREV1Q,Glovo,CARD,26.3,26.3,0.0,Tequemix,890,1,0.0
2023-02-01 22:07:18+0100,2023-02-01 21:07:18,Alicante - Bazan,AYQREV1Q,Glovo,CARD,26.3,26.3,0.0,Salsa BBQ (Servidas aparte),100,1,0.0
2023-02-01 22:07:18+0100,2023-02-01 21:07:18,Alicante - Bazan,AYQREV1Q,Glovo,CARD,26.3,26.3,0.0,Cheesebacon,1150,1,0.0
2023-02-01 22:07:18+0100,2023-02-01 21:07:18,Alicante - Bazan,AYQREV1Q,Glovo,CARD,26.3,26.3,0.0,Madurada PUNTO en lugar de carne normal,150,1,0.0
2023-02-01 22:07:18+0100,2023-02-01 21:07:18,Alicante - Bazan,AYQREV1Q,Glovo,CARD,26.3,26.3,0.0,Mixto de patatas y boniato,150,1,0.0
2023-02-01 21:47:11+0100,2023-02-01 20:47:11,Alicante - Bazan,6D0FD,Uber Eats,ONLINE,46.6,46.6,4.24,Perla Negra,1330,1,0.0
2023-02-01 21:47:11+0100,2023-02-01 20:47:11,Alicante - Bazan,6D0FD,Uber Eats,ONLINE,46.6,46.6,4.24,Alitas de pollo,720,1,0.0
2023-02-01 21:47:11+0100,2023-02-01 20:47:11,Alicante - Bazan,6D0FD,Uber Eats,ONLINE,46.6,46.6,4.24,LA UNO,1360,1,0.0
2023-02-01 21:47:11+0100,2023-02-01 20:47:11,Alicante - Bazan,6D0FD,Uber Eats,ONLINE,46.6,46.6,4.24,Cheesebacon,1150,1,0.0
2023-02-01 21:47:11+0100,2023-02-01 20:47:11,Alicante - Bazan,6D0FD,Uber Eats,ONLINE,46.6,46.6,4.24,Huevo Frito,100,1,0.0
2023-02-01 21:47:56+0100,2023-02-01 20:47:56,Alicante - Bazan,AWJSLABG,Glovo,CARD,35.8,35.8,0.0,Cocacola bote,190,1,0.0
2023-02-01 21:47:56+0100,2023-02-01 20:47:56,Alicante - Bazan,AWJSLABG,Glovo,CARD,35.8,35.8,0.0,La Muergana,1350,1,0.0
2023-02-01 21:47:56+0100,2023-02-01 20:47:56,Alicante - Bazan,AWJSLABG,Glovo,CARD,35.8,35.8,0.0,Madurada HECHA en lugar de carne normal,150,1,0.0
2023-02-01 21:47:56+0100,2023-02-01 20:47:56,Alicante - Bazan,AWJSLABG,Glovo,CARD,35.8,35.8,0.0,Extra Carne Madurada (dry-aged),350,1,0.0
2023-02-01 21:47:56+0100,2023-02-01 20:47:56,Alicante - Bazan,AWJSLABG,Glovo,CARD,35.8,35.8,0.0,Avocaitor,1390,1,0.0
2023-02-01 21:47:56+0100,2023-02-01 20:47:56,Alicante - Bazan,AWJSLABG,Glovo,CARD,35.8,35.8,0.0,Boniato frito,150,1,0.0
2023-02-01 21:41:26+0100,2023-02-01 20:41:26,Alicante - Periodista Rodolfo Salazar,15CB6,Uber Eats,ONLINE,28.1,28.1,2.55,La Sabrosa,1290,1,0.0
2023-02-01 21:41:26+0100,2023-02-01 20:41:26,Alicante - Periodista Rodolfo Salazar,15CB6,Uber Eats,ONLINE,28.1,28.1,2.55,Cocacola bote,190,1,0.0
2023-02-01 21:41:26+0100,2023-02-01 20:41:26,Alicante - Periodista Rodolfo Salazar,15CB6,Uber Eats,ONLINE,28.1,28.1,2.55,Perla Negra,1330,1,0.0
2023-02-01 21:35:16+0100,2023-02-01 20:35:16,Alicante - Periodista Rodolfo Salazar,E4A16,Uber Eats,ONLINE,25.2,25.2,2.29,Perla Negra,1330,1,0.0
2023-02-01 21:35:16+0100,2023-02-01 20:35:16,Alicante - Periodista Rodolfo Salazar,E4A16,Uber Eats,ONLINE,25.2,25.2,2.29,Caprichosa,1190,1,0.0
2023-02-01 21:16:46+0100,2023-02-01 20:16:46,Alicante - Periodista Rodolfo Salazar,258,Glovo,CARD,17.8,17.8,0.0,Tequenutellla PL,290,1,0.0
2023-02-01 21:16:46+0100,2023-02-01 20:16:46,Alicante - Periodista Rodolfo Salazar,258,Glovo,CARD,17.8,17.8,0.0,Cocacola zero bote,190,1,0.0
2023-02-01 21:16:46+0100,2023-02-01 20:16:46,Alicante - Periodista Rodolfo Salazar,258,Glovo,CARD,17.8,17.8,0.0,Cheesebacon,1150,1,0.0
2023-02-01 21:16:46+0100,2023-02-01 20:16:46,Alicante - Periodista Rodolfo Salazar,258,Glovo,CARD,17.8,17.8,0.0,MayoTrufa (Servidas aparte),150,1,0.0
2023-02-01 21:13:55+0100,2023-02-01 20:13:55,Alicante - Bazan,AXF2HAFT,Glovo,CARD,13.9,13.9,0.0,El Zar,1390,1,0.0
2023-02-01 20:45:40+0100,2023-02-01 19:45:40,Alicante - Periodista Rodolfo Salazar,155,Glovo,CARD,34.3,34.3,0.0,La Muergana,1350,1,0.0
2023-02-01 20:45:40+0100,2023-02-01 19:45:40,Alicante - Periodista Rodolfo Salazar,155,Glovo,CARD,34.3,34.3,0.0,Caprichosa,1190,1,0.0
