,latitude,longitude,timestamp
234,38.39941575406072,-0.5273728115526644,1674414937000
235,,,1674415793000
237,38.33346140701045,-0.5097892146148175,1674416717000
238,38.35125192427188,-0.5108191619018543,1674416961000
239,38.34405130925046,-0.5069880775612319,1674418024000
241,38.37035864354773,-0.5006289349182036,1674419652000
242,38.34903918536458,-0.49099784783083633,1674421138000
250,38.3891021851456,-0.4354492540283106,1674589153000
252,38.34980580467463,-0.48391320601831156,1674591543000
253,38.35210203281686,-0.5118182006637517,1674591903000
254,38.34409918565873,-0.4818607920928386,1674675647000
257,38.35345844199913,-0.5082970987388413,1674676906000
258,38.3621906,-0.48096893558197573,1674759969000
261,38.36517025217879,-0.4693115166023287,1674766900000
262,38.40135121554398,-0.5299791085983263,1674768272000
264,38.36997841778131,-0.49399114832903024,1674823026000
265,38.350597906725504,-0.5092612381285067,1674845984000
266,38.36156962083751,-0.45975654736782223,1674847121000
268,38.34119457744003,-0.4986139076219831,1674849126000
269,38.3705671870426,-0.5012545797447698,1674850032000
270,38.34714545271407,-0.5031095631946547,1674850073000
271,38.39802686035748,-0.5212383662704378,1674850530000
273,38.35789474531726,-0.4854298649882649,1674850870000
276,38.36189436466552,-0.49485254684110247,1674851651000
277,38.364090791208135,-0.48392431024842697,1674851821000
278,38.363881807136394,-0.497015338113318,1674853540000
279,38.39703953218962,-0.5126897216019688,1674853634000
281,38.398925609379695,-0.5316060951065049,1674853802000
282,38.351565749502534,-0.4861301323821765,1674909621000
284,38.375112374761265,-0.4776631476332338,1674933605000
287,38.34127925924745,-0.5111356097384689,1674937473000
291,38.349338039572906,-0.48847765744309823,1674939488000
293,38.35975593602508,-0.5014248908073426,1674940364000
294,38.34451577062048,-0.49043810700580615,1674941305000
299,38.38658705362949,-0.4998456650297145,1674997555000
300,38.37048910821904,-0.47131720978698555,1674998704000
301,38.342518637503346,-0.5133899438026313,1675018495000
302,38.394940527728565,-0.516801742945856,1675021102000
304,38.36591801007899,-0.426906624224368,1675021632000
305,38.36744292413369,-0.4893173386926897,1675021727000
311,38.350053357162814,-0.4959996296427871,1675028298000
312,38.33886649808196,-0.4915015669129019,1675089871000
314,38.371705925039144,-0.4746596109493284,1675106542000
315,38.36240530638235,-0.491277130779304,1675108590000
317,38.38490288362569,-0.4925801322616752,1675112177000
318,38.363315931009,-0.48589613041075674,1675168457000
319,38.342904018014394,-0.4902649207536869,1675194707000
321,38.35588754356222,-0.47107690859831797,1675198181000
322,38.350823933383495,-0.5097352576721237,1675199525000
325,38.36640551202512,-0.47409524232787215,1675274885000
326,38.410207482674956,-0.5163633865081874,1675276114000
327,38.35353619052672,-0.4805904263545946,1675279071000
330,38.342745782237756,-0.4909598727879261,1675280749000
331,38.35463001579707,-0.4836966525300901,1675286359000
332,38.36414461117743,-0.4924609391074686,1675343678000
333,38.36414461117743,-0.4924609391074686,1675363544000
335,38.36836252611956,-0.4760073326661951,1675368041000
337,38.36414461117743,-0.4924609391074686,1675453699000
338,38.335216101832884,-0.5054831002938798,1675455530000
339,38.39405429899553,-0.5194666524559799,1675455772000
342,38.35190715680184,-0.48794667248289736,1675458013000
343,38.34595064076531,-0.49656914578417366,1675458643000
344,38.35914895791574,-0.4745839220901482,1675459733000
346,38.349365677040794,-0.491331575918581,1675460244000
349,38.363685107778664,-0.48535459682006676,1675513949000
350,38.385169502004764,-0.49193827678564617,1675517089000
352,38.40975813986587,-0.45633459813998467,1675539914000
354,38.35259235250408,-0.514696686340228,1675540636000
355,38.376388803248645,-0.49085914842503575,1675541169000
357,38.34361046146585,-0.48751583187714553,1675541643000
359,38.36205169337774,-0.46339192037658794,1675542869000
360,38.3595595391047,-0.48638903372955733,1675543872000
361,38.3616996346388,-0.48540769213425206,1675547276000
362,38.333949978028045,-0.508373502255195,1675600918000
364,38.377415640853386,-0.4172203093331306,1675628506000
366,38.361716045042705,-0.48284212346374256,1675714996000
369,38.361296517810246,-0.47668120924974966,1675795662000
370,38.36489294880949,-0.49654288650818,1675795677000
371,38.34405130925046,-0.5069880775612319,1675797631000
374,38.36414461117743,-0.4924609391074686,1675861829000
376,38.3989492329712,-0.5220517183853168,1675885725000
377,38.38930401012846,-0.435363423339834,1675971722000
378,38.36414461117743,-0.4924609391074686,1675972310000
381,38.38916428021179,-0.4354024013885427,1676056216000
382,38.35775473981468,-0.48534856857512354,1676057379000
385,38.371705925039144,-0.4746596109493284,1676058978000
388,38.348225393998476,-0.4967060306884852,1676060796000
391,38.35341422291584,-0.509626322072263,1676120650000
395,38.35211025894687,-0.4958906067459168,1676145329000
398,38.35045066964747,-0.5096738014598445,1676146669000
402,38.3614518962485,-0.48888377074262745,1676147426000
403,38.36096951893947,-0.4950769067459171,1676147619000
407,38.35987922970776,-0.4877137558197009,1676150044000
409,38.36948630624139,-0.4215796619504997,1676151619000
414,38.32682718287073,-0.5131850584464903,1676208126000
415,38.362864281322025,-0.4726328301635663,1676211098000
420,,,1676276553000
421,38.344435599076725,-0.4886789349702836,1676293854000
423,38.38490288362569,-0.4925801322616752,1676321282000
424,38.37077065557206,-0.4712955687866138,1676321739000
425,38.36414461117743,-0.4924609391074686,1676381010000
426,38.361831249782846,-0.476269742327875,1676402926000
427,38.342745782237756,-0.4909598727879261,1676402934000
428,38.349023309254626,-0.49097893331360387,1676403450000
429,38.348942564868366,-0.4837835846557681,1676403991000
431,38.39895083410606,-0.5315900018524156,1676406953000
433,38.376388803248645,-0.49085914842503575,1676487309000
434,38.35728226288297,-0.4854390771023165,1676488230000
435,38.377587983913955,-0.41704977116394426,1676488537000
436,38.35463001579707,-0.4836966525300901,1676492333000
438,38.327784807139636,-0.5182957335138538,1676573751000
439,38.36414461117743,-0.4924609391074686,1676575257000
444,38.39624197548378,-0.5217361169154189,1676639467000
445,38.3441524342632,-0.4924167104507515,1676660288000
446,38.389112771850044,-0.4354089288360652,1676661577000
447,38.33593197609589,-0.5051001118437459,1676662573000
448,38.36223560625475,-0.4984534000000096,1676662626000
453,38.36054442378285,-0.4764281209500121,1676668060000
454,38.35713742772428,-0.4784809427415859,1676668289000
455,38.36102429569781,-0.4967227830109544,1676668811000
456,38.35013198351177,-0.5058203183853105,1676669077000
457,38.35504805153177,-0.512881197606041,1676722727000
462,38.36320139656661,-0.48640065833587487,1676748241000
465,38.34626062040279,-0.5062224933434267,1676749931000
467,38.342126870310615,-0.4926409797622733,1676751835000
468,38.34092860017717,-0.5062563060593939,1676752411000
469,38.36255364532296,-0.4832938742397297,1676754824000
470,38.36533362712238,-0.49188906137695776,1676755433000
472,38.35978753509945,-0.5013955949097948,1676757030000
474,38.36997841778131,-0.49399114832903024,1676809738000
475,38.333393601613686,-0.5097124977155643,1676812101000
476,38.345176023933284,-0.5036576355819689,1676829612000
477,38.35940203536989,-0.5066511396100082,1676832908000
480,38.37077065557206,-0.4712955687866138,1676836181000
483,38.36085365924608,-0.4752177478927311,1676896661000
484,38.390017467527436,-0.5181441079345617,1676899222000
485,38.39225230902018,-0.5196462625656051,1676922937000
488,38.342745782237756,-0.4909598727879261,1677004816000
489,38.34345756327531,-0.5031374576721226,1677008622000
490,38.333841446702856,-0.5082669014170982,1677009229000
491,38.36836252611956,-0.4760073326661951,1677010630000
493,38.36462977962409,-0.4899991763691691,1677074298000
495,38.34714545271407,-0.5031095631946547,1677094988000
496,38.34002931371917,-0.49351388129203144,1677096163000
505,38.35089894861939,-0.5019738682617181,1677183515000
509,38.342806129535504,-0.49039665158996604,1677267084000
510,38.35567193368128,-0.5006926636695597,1677268953000
516,38.362187689206685,-0.49845092456747064,1677336603000
517,38.34639336996881,-0.4902322069382503,1677351683000
521,38.363476932708814,-0.4860634426274779,1677416423000
524,38.35486275106254,-0.48024706518919436,1677439213000
526,38.34122384633546,-0.5099668103759347,1677440383000
528,38.389018091236515,-0.43532050799559574,1677440872000
529,38.342806129535504,-0.49039665158996604,1677441788000
533,38.35841626645695,-0.48506329128851,1677445161000
534,38.364542081639314,-0.43050178161467834,1677524951000
536,38.35644710100048,-0.4960747364460638,1677527950000
539,38.36327990662624,-0.48615362247618643,1677532332000
541,38.34996109060172,-0.4900767846557663,1677611729000
542,38.37174494710253,-0.4735490407440701,1677613643000
544,38.34017821067498,-0.5205349234176704,1677680615000
547,38.34592536048101,-0.4804533872783079,1677701569000
548,38.339261990801546,-0.4912222601903715,1677705388000
550,38.37514635424621,-0.49380094671826136,1677788388000
552,38.365161840010096,-0.4693249276474032,1677790949000
555,38.35700186254473,-0.5051876227539043,1677869433000
556,38.354986213524555,-0.47623958954926104,1677869578000
557,38.37091287856708,-0.4566597270760986,1677870999000
558,38.33515967375064,-0.5053826742315737,1677871060000
561,38.363881807136394,-0.497015338113318,1677874378000
562,38.35524431686343,-0.4978783957459787,1677874898000
564,38.3648344076641,-0.5043527367706369,1677876238000
567,38.33297271161153,-0.5105598765109365,1677952709000
569,38.36997841778131,-0.49399114832903024,1677957518000
570,38.370156889519336,-0.5013714401729885,1677958368000
571,38.360599564938624,-0.48640271641140487,1677958858000
572,38.341856105587915,-0.49506373257598213,1677959044000
573,38.35529978800453,-0.5138176301635777,1677959099000
575,38.36500695812989,-0.470546613148326,1677961800000
577,38.34971581526931,-0.48869286653008936,1677962280000
579,38.34828008586965,-0.49673601111450694,1678019137000
580,38.35602005972384,-0.4829268298981493,1678027310000
582,38.345241110217614,-0.4863461996609453,1678043942000
586,38.36773747515598,-0.4779085382145287,1678048962000
588,38.38910226011829,-0.4354035644180354,1678215997000
589,38.35722050203532,-0.4823694894553521,1678217209000
590,38.351862634533674,-0.4976466220448872,1678217658000
591,38.36335561807766,-0.4861861474968432,1678218473000
593,38.34441524128053,-0.4854309675868973,1678220025000
594,38.35468744987036,-0.48880767990111984,1678222326000
596,38.349037622779186,-0.4910055441802941,1678303247000
598,38.371705925039144,-0.4746596109493284,1678306399000
599,38.34405130925046,-0.5069880775612319,1678306695000
600,38.326831273608455,-0.5131873196412817,1678308907000
603,38.354664813842014,-0.47947852023773496,1678395524000
604,38.34595064076531,-0.49656914578417366,1678398513000
605,38.36311875935964,-0.4860982499138511,1678452445000
606,38.354789076434564,-0.5130883977884926,1678475942000
608,38.34714545271407,-0.5031095631946547,1678477959000
609,38.35411392018066,-0.5136829674591104,1678478536000
610,38.36054329720387,-0.4832213650745576,1678478845000
611,38.361847686942795,-0.4763493679948949,1678479053000
612,38.34436439270725,-0.49427603558197086,1678479310000
614,38.353018653936324,-0.49545280674644365,1678539272000
619,38.35969740786378,-0.4685547560109171,1678565958000
623,38.35981593995435,-0.501458479156085,1678568774000
624,38.356377566042404,-0.4892135785736129,1678570677000
625,38.352461104508414,-0.4774880171966611,1678571054000
627,38.34497517822891,-0.4890954883606047,1678571349000
628,38.36462977962409,-0.4899991763691691,1678620791000
630,38.39356562660531,-0.5163845423278834,1678627676000
631,38.35896872371338,-0.4899483185389619,1678628335000
634,38.371705925039144,-0.4746596109493284,1678651685000
635,38.33933551810795,-0.4917582397018849,1678652246000
636,38.34901238064626,-0.49104309510650257,1678652662000
637,38.355357747452,-0.4799802502110828,1678653325000
638,38.360157262645686,-0.478916822107351,1678735139000
639,38.363881807136394,-0.497015338113318,1678743202000
640,38.36401502427079,-0.484603109823456,1678802070000
641,,,1678821034000
643,,,1678824707000
644,38.36389991221329,-0.48458943988747283,1678826017000
645,38.34223925539476,-0.5139128773502355,1678885665000
648,38.36836252611956,-0.4760073326661951,1678914548000
649,38.35608624331223,-0.49948868769684074,1678972410000
651,38.35411392018066,-0.5136829674591104,1678995684000
653,38.34714545271407,-0.5031095631946547,1678996965000
654,38.35463001579707,-0.4836966525300901,1678998598000
655,38.36773747515598,-0.4779085382145287,1678998883000
656,38.36201066432379,-0.46336105207355427,1678999813000
657,38.34776156386981,-0.4935282730163637,1679000290000
658,38.365161840010096,-0.4693571141555819,1679001765000
659,38.353134015310815,-0.5088297667953445,1679061342000
660,38.362646468553066,-0.4293333711639469,1679064700000
661,38.35270638852406,-0.5148490470369871,1679083617000
666,38.36997841778131,-0.49399114832903024,1679166369000
667,38.367847279810846,-0.4763411024593389,1679167947000
668,38.348688229239606,-0.4947774589412246,1679177333000
669,38.35212471763869,-0.4958652453284107,1679254865000
671,38.35042613878046,-0.5006703211672514,1679258761000
672,38.358760304261644,-0.48454707630597005,1679260338000
675,38.337645870130025,-0.5034483785660138,1679347840000
676,38.37491369520535,-0.4542404980781489,1679400145000
678,38.36914226021234,-0.5073292495780257,1679519409000
682,38.36644336612603,-0.4741381576721104,1679659512000
684,38.342745782237756,-0.4909598727879261,1679685304000
685,38.35045066964747,-0.5096738014598445,1679686186000
686,38.35537233765494,-0.48800043727275755,1679687104000
690,38.364576610910724,-0.46959108505741476,1679690312000
692,38.36307800903536,-0.48596050342711417,1679773045000
694,38.34405130925046,-0.5069880775612319,1679776244000
695,38.348375624188684,-0.49070027145647455,1679777074000
698,38.36997841778131,-0.49399114832903024,1679830484000
701,38.34650387816905,-0.488496874868769,1679854241000
702,38.34340709521069,-0.5031374320449422,1679856056000
703,38.34119457744003,-0.4986139076219831,1679857395000
704,38.36836252611956,-0.4760073326661951,1679857413000
705,38.34525222744537,-0.4863508048935006,1679858801000
711,38.35553560211239,-0.48095536317219967,1679919171000
713,38.34714545271407,-0.5031095631946547,1679943073000
715,38.36319998889723,-0.48603449307316415,1680003583000
718,38.35411392018066,-0.5136829674591104,1680117871000
719,38.361052012770784,-0.47565669905944574,1680209073000
720,38.36997841778131,-0.49399114832903024,1680263180000
721,38.36059526981169,-0.4869192024879121,1680266062000
722,38.35045066964747,-0.5096738014598445,1680286443000
725,38.36500695812989,-0.470546613148326,1680291176000
727,38.36287423062179,-0.47584626812287256,1680292281000
728,38.36158409935153,-0.4661304472213801,1680293039000
731,38.356390973989946,-0.48620721736541306,1680348580000
732,38.34644563997436,-0.513158123062667,1680349644000
734,38.33963141739124,-0.4943632837277989,1680352937000
735,38.34714545271407,-0.5031095631946547,1680356257000
737,38.36330156839372,-0.48623977221375014,1680374245000
738,,,1680376084000
742,38.36745626547853,-0.4711205288360598,1680378677000
743,38.3677259934408,-0.47224709300301315,1680381324000
744,38.36199701190798,-0.4634348357208262,1680383951000
745,38.343300174059394,-0.5145453507774067,1680459473000
747,38.39909576520238,-0.5239788553401525,1680460771000
748,,,1680461801000
750,38.34097521265203,-0.49346817530317777,1680467118000
751,38.36151188027973,-0.4835055468956928,1680546575000
752,38.363004628111234,-0.4860570629516503,1680547202000
754,38.36054652145726,-0.49455000375104197,1680549636000
755,38.348520604382344,-0.4851766544290448,1680550596000
758,38.3651576339254,-0.4692766478851351,1680553614000
759,38.36291023598938,-0.47703386071320075,1680606339000
761,38.35848773351771,-0.48100862639139486,1680634296000
762,38.37080661311139,-0.5007030962257386,1680635051000
763,38.371705925039144,-0.4746596109493284,1680635706000
764,,,1680636314000
767,38.37514635424621,-0.49380094671826136,1680638877000
768,38.34961465390808,-0.48873073535272704,1680639421000
769,38.35627324534888,-0.4873127512071651,1680640765000
770,38.38490288362569,-0.4925801322616752,1680699644000
772,38.35045066964747,-0.5096738014598445,1680718567000
775,38.360157262645686,-0.478916822107351,1680722116000
778,38.35681942141446,-0.48224687170244085,1680725872000
781,38.358716033462024,-0.4744692615059609,1680811794000
782,38.354675379919414,-0.48879109140166577,1680812078000
784,38.347677228870914,-0.49230463420604664,1680868794000
788,38.34187761308629,-0.4998485872975622,1680894349000
789,38.35718480328378,-0.4793667388553047,1680894790000
791,38.36096985131555,-0.49437710000000523,1680896292000
792,38.36199701190798,-0.4634348357208262,1680896652000
796,38.3531288902678,-0.5092156172027895,1680958147000
797,38.347962402692666,-0.5167348711639441,1680974252000
798,38.35429701135191,-0.4826567719612562,1680976928000
802,,,1681042316000
804,38.347330563526796,-0.4905456078755521,1681067288000
809,38.371705925039144,-0.4746596109493284,1681154949000
810,38.35783241508926,-0.5035982953814755,1681155580000
811,38.34405130925046,-0.5069880775612319,1681157347000
814,38.34983341306961,-0.48914167376856277,1681240486000
816,38.36462462198395,-0.469710758231745,1681301531000
819,38.35098294624677,-0.4995542994567659,1681329444000
821,38.35468744987036,-0.48880767990111984,1681390360000
823,38.36997841778131,-0.49399114832903024,1681410408000
824,38.35045066964747,-0.5096738014598445,1681411842000
825,,,1681417084000
826,38.36235674020765,-0.49131117421505444,1681498680000
827,38.341689741560465,-0.509246352778634,1681500867000
829,38.36189089821386,-0.4948773675218132,1681503627000
831,,,1681565430000
832,38.361296517810246,-0.47668120924974966,1681582699000
833,38.336177392231754,-0.5028700490737981,1681584070000
834,38.36085365924608,-0.4752177478927311,1681584570000
836,38.35094917409043,-0.5108379690158804,1681586643000
837,38.341689741560465,-0.509246352778634,1681587062000
841,38.33850977147986,-0.5014619474985582,1681590073000
842,,,1681590212000
844,38.35255114040189,-0.4866594040623995,1681646374000
848,38.34971851279112,-0.48846230959970205,1681668049000
850,38.36984347094048,-0.46194878095092706,1681670140000
851,38.38918847944699,-0.4336837632293755,1681671718000
853,38.3578007781252,-0.5035651772461014,1681673007000
854,38.34838615536296,-0.4906572060821479,1681673034000
856,38.35977707032574,-0.5012907878053596,1681674740000
857,38.34961465390808,-0.48873073535272704,1681674936000
858,38.334176174868176,-0.5088418863926703,1681676665000
859,38.3602856359506,-0.48166685713620483,1681734254000
861,,,1681758935000
865,,,1681760737000
869,38.36330934997789,-0.48629041513594595,1681841746000
871,,,1681842250000
873,38.34772937477423,-0.4906375690700915,1681846787000
876,38.37522295959856,-0.48493370674591363,1681851286000
877,38.37519772659504,-0.48496052883606255,1681904047000
879,38.371705925039144,-0.4746596109493284,1681933823000
882,38.36997841778131,-0.49399114832903024,1681991827000
883,38.36042195801968,-0.48322646164404404,1682016080000
887,38.34185182558034,-0.49990533724782127,1682018463000
892,38.35508104147784,-0.5129325011886632,1682075813000
894,38.37519772659504,-0.48496052883606255,1682080689000
895,38.35045066964747,-0.5096738014598445,1682101832000
896,38.389247321881506,-0.43534992023773755,1682102984000
897,38.363881807136394,-0.497015338113318,1682103732000
900,38.37514635424621,-0.49380094671826136,1682107167000
904,,,1682168124000
907,38.328072032958126,-0.5121153318771454,1682189386000
909,38.370156889519336,-0.5013714401729885,1682191954000
910,,,1682193471000
916,38.37547585917227,-0.4938313797622662,1682278500000
918,38.39219457476412,-0.519496036593583,1682365348000
922,38.35045066964747,-0.5096738014598445,1682448198000
923,38.36335624887799,-0.48611907280808,1682511374000
927,38.371705925039144,-0.4746596109493284,1682622528000
928,38.34961465390808,-0.48873073535272704,1682626422000
929,38.3387283600786,-0.4941863558196946,1682681392000
931,38.35141853122898,-0.47370253953155084,1682684903000
933,38.34097040000002,-0.5125095644180377,1682701767000
934,38.34297476679719,-0.5117054085903106,1682705143000
936,38.34754627668233,-0.5094863958302098,1682707134000
938,38.3676713769637,-0.5070568010825816,1682708661000
939,38.36253689655939,-0.4860922003158086,1682709302000
940,38.354128444600875,-0.48122011534424525,1682710541000
943,38.36636671213799,-0.49127277937408786,1682714429000
944,38.34315549942404,-0.5448767896186757,1682714566000
945,38.36997841778131,-0.49399114832903024,1682770642000
946,38.37062387526669,-0.45756853928680563,1682795777000
947,38.3651804115288,-0.46932488465575295,1682800550000
949,38.349014084291035,-0.4837461337295479,1682855904000
950,38.363416160830454,-0.48191932830251805,1682874737000
951,38.328072032958126,-0.5121153318771454,1682881000000
954,38.35155075745427,-0.49462088256372105,1682884300000
957,38.35417971330088,-0.48487078085429625,1682940624000
959,38.34948182261947,-0.49464004950767304,1682946235000
960,38.365039574532354,-0.4933286783148172,1682964034000
964,38.3356773987473,-0.5054542813897966,1682969418000
965,38.35858240634372,-0.49793143638457993,1682969714000
966,38.36724419689715,-0.47847372124256715,1682970886000
971,38.363122335585096,-0.4859342476406492,1683138606000
972,,,1683140424000
973,,,1683140531000
974,,,1683140636000
975,38.37519772659504,-0.48496052883606255,1683200121000
977,38.35045066964747,-0.5096738014598445,1683225654000
978,38.35417971330088,-0.48487078085429625,1683227220000
980,38.36542933965258,-0.48899061468048455,1683287135000
983,38.36223560625475,-0.4984534000000096,1683306995000
984,38.34261073937184,-0.49734474334662826,1683310871000
985,38.34714545271407,-0.5031095631946547,1683311179000
988,,,1683315241000
989,38.3651804115288,-0.46932488465575295,1683316471000
990,38.35633040335184,-0.47365760345629004,1683316810000
991,38.34652523576605,-0.48184364990243145,1683319014000
995,38.36997841778131,-0.49399114832903024,1683397609000
996,38.3622445125087,-0.4743601644180373,1683398284000
998,38.350949776028514,-0.5066919165329065,1683399171000
1000,38.34505977686591,-0.5104275906016498,1683400534000
1002,38.399462424547856,-0.52059528280334,1683401432000
1005,38.34961465390808,-0.48873073535272704,1683402722000
1007,38.38622598512787,-0.49049546314776205,1683459227000
1008,38.361210694482416,-0.47020378127887286,1683459423000
1014,38.371705925039144,-0.4746596109493284,1683488383000
1015,,,1683489154000
1016,,,1683491022000
1017,38.3635873484879,-0.4631300663114568,1683547706000
1018,38.34436439270725,-0.49427603558197086,1683571508000
1021,38.3410760400237,-0.502251715785047,1683636919000
1022,38.34271064049494,-0.4910034583549616,1683655177000
1024,38.39689830847989,-0.5305673257949772,1683657128000
1027,38.36159918074786,-0.4917748788197085,1683658081000
1030,38.36361506089773,-0.4818556006333763,1683660277000
1032,38.36095763929465,-0.4951466441803043,1683661809000
1033,38.345953741646866,-0.4919648632293727,1683665830000
1034,38.36838830893882,-0.46808693971953197,1683744156000
